order,id,page_id,Page,page_order,Chapter,question_order,questiontext
344,474,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",13,"What is the position of the open point?
</p>
According to the diagram, we could reach the open point by first rotating ? in the positive direction, and then rotating 180° in the negative direction as it is highlighted in red. In other words, the diametrical opposite of ? can be expressed as (?-180°).
</p>
Given this, together with the diagram, can you find the diametrical opposite of 110°? Here, please enter <b><i>a negative number</i></b> in degrees.
<span class='insert stimulus hide'>-70</span>"
345,475,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",14,"The diametrical opposite of 110° is (110°-180°), which is -70°.
</p>
Now, let’s check if this is the same position as rotating 180° in the <i>positive</i> direction from 110°. Place the solid point at 110° again, and then enter a <i>positive</i> number in degrees that stands for its diametrically opposite position.
<span class='insert stimulus hide'>290</span>"
346,476,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",15,"The position is (110°+180°), which is 290°. As you may have noticed, -70° and 290° are indeed located at the same position on the circle!
</p>
In fact, the diametrical opposite of <i>any</i> position ? can be expressed as (?-180°). The key idea is that if we start at any position ? on the circle, rotating 180° in either direction will take us to the same place. This is why (?+180°) and (?-180°) both indicate the diametrical opposite of ?."
347,477,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",16,"This section has offered us three ways of reaching a position’s diametrical opposite, namely,
</p>
(180°+?)
</p>
(?+180°)
</p>
(?-180°)
</p>
Despite that these three expressions all have different meanings (i.e. different displays on the diagram), they nevertheless lead us to the same result: the position of the diametrical opposite of ?."
348,478,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",17,"Is there a fourth way of expressing the diametrical opposite of ??
</p>
In fact there is! Consider each of the following, and select the one that represents the diametrical opposite of ?.
<select>
<option class='correct'>(-180°+?)</option>
<option data-explain='This expression means rotating ? degrees in the negative direction from 180°. Is this position and ? the diametrical opposite of each other?'>(180°-?)</option>
</select>"
349,479,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",18,"The first expression, (-180°+?), corresponds to the diametrical opposite of ?. We can think of it as corresponding to starting at -180°, which is the same as 180°, and rotating ? degrees in the positive direction.
</p>
Now, place a point at ? = 20°. The canvas will show its diametrical opposite at (-180°+?), namely, (-180°+20°) = -160°. This position (displayed as an open dot) can be reached by starting at -180°, and then rotating 20° in the positive direction.
</p>
Make sure the diagram makes sense to you, and click Submit to continue.
<span class='insert stimulus hide'>20</span>"
350,616,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",19,"The second expression, (180°-?), is very different though. In this case, we start at 180° and rotate ? degrees in the negative direction. This is not the diametrical opposite of ? (unless ? is 0°).
</p>
Again, suppose that ? = 20°. The canvas is currently displaying its diametrical opposite position of ? = 20° as an open dot. However, it is not the same position as (180°-?), which is numerically (180°-20°) = 160° and can be reached by starting at 180° and then rotating 20° in the negative direction.
</p>
Now, mark the position (180°-?) on the diagram, and then click Submit.
<span class='insert stimulus hide'>160</span>"
351,480,40,Diametrically Opposite Circle Positions,40,"Rotations, Reflections and Positions",20,"We asked Mario, Luigi, and Princess Peach to give an expression that corresponds to the <i>diametrical opposite of -?</i>. Here are the expressions they wrote:
</p>
Mario: (-180°-?)
</p>
Luigi: (?-180°)
</p>
Princess Peach: (-?+180°)
</p>
Which one of them got it wrong?
<select>
<option data-explain='This expression means “starting from -180°, rotate ? in the negative direction”. This position actually is the diametrical opposite of “-?”!
'>Mario</option>
<option class='correct'>Luigi</option>
<option data-explain='This expression means “starting from -?, rotate 180° in the positive direction”. This position actually is the diametrical opposite of “-?”!
'>Princess Peach</option>
</select>"
352,384,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",1,"In this section, we will discuss the horizontal and vertical positions of a point on the circle and its diametrical opposite!
</p>
Again, we will represent these positions in terms of their x- and y-coordinates. To refresh your memories, the x-coordinate specifies the point’s location <i>to the left or right of</i> the origin, whereas the y-coordinate specifies the point’s location <i>above or below</i> the origin.
</p>
To start with, mark 60° on the circle.
<span class='insert stimulus hide'>60</span>"
353,481,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",2,"As you recall from the previous page, we can reach the diametrical opposite of 60° in several different ways. For now, it is useful to think of reaching this point by starting at 180°, and rotating 60° in the positive direction from there. 
</p>
It is also useful to see that the pattern we see in the lower-left quadrant is a rotation of the pattern we see in the upper-right quadrant. We will return to this point as we proceed.
</p>
Now, consider the open point’s horizontal position. Is it the same, or different from the horizontal position of 60°?
<select>
<option data-explain='The open point has a horizontal distance of “0.5” <i>to the left</i> of the origin, whereas 60° has a horizontal distance of “0.5” <i>to the right</i> of the origin. This makes a big difference!'>Same</option>
<option class='correct'>Different</option>
</select>"
354,482,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",3,"Indeed, the horizontal positions of 60° and of its diametrical opposite have different values. In fact, there is still an important relationship between them.
</p>
Here, Mario and Luigi both think they can observe something about this relationship.
</p>
Mario says, “<i>They are on opposite sides of the y-axis – one is to the left and the other is to the right.</i>”
</p>
Luigi says, “<i>They have the same distance from the y-axis.</i>”
</p>
Who is correct? Or are they both correct?
<select>
<option data-explain='Indeed, Mario is correct! But what about Luigi’s statement?'>Mario</option>
<option data-explain='Indeed, Luigi is correct! But is Mario’s statement also correct?'>Luigi</option>
<option class='correct'>both</option>
</select>"
355,483,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",4,"Both Mario and Luigi are correct! The horizontal positions are the same distance from the y-axis, but in the opposite directions.
</p>
What is the x-coordinate of 60°? Enter this value!
<span class='insert stimulus hide'>60</span>"
356,484,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",5,"What is the x-coordinate of the open point, i.e. the diametrical opposite of 60°?
<span class='insert stimulus hide'>240</span>"
357,485,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",6,"What you have just observed is that the horizontal positions of 60° and of its diametrically opposite position are opposites. Because of this, they have exactly the opposite x-values."
358,486,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",7,"Let’s explore this relationship more generally. Click near 0°, and then drag the solid point in the positive direction up toward 90°. You will see that as the point moves around the circle, its horizontal position moves <i>leftward</i>, from x = 1 to x= 0. Meanwhile, the horizontal position of its diametrical opposite moves <i>rightward</i>, from x = -1 to x = 0.
</p>
So, you should see that in general, the horizontal position of a point and its diametrical opposite have opposite values — they always have the same absolute value, but the opposite sign."
359,487,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",8,"This time, let’s shift our attention to the two points’ vertical positions!
</p>
Once again, rotate the solid point towards 60°. Notice that the pattern we see in the lower-left quadrant is a rotation of the pattern we see in the upper-right quadrant.
</p>
Click Submit when the point reaches 60°.
<span class='insert stimulus hide'>60</span>"
360,488,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",9,"Now, compare the open point’s vertical position with the vertical position of 60°. Are they the same, or the opposite?
<select>
<option data-explain='The open point has a vertical distance of “0.87” <i>below</i> the origin, whereas 60° has a vertical distance of “0.87” <i>above</i> the origin. This makes a big difference!'>Same</option>
<option class='correct'>Opposite</option>
</select>"
361,489,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",10,"According to the diagram, the vertical positions of 60° and of its diametrical opposite are the same distance from the x-axis, but in the opposite directions —  one is above the x-axis while the other is below the x-axis.
</p>
Given that the y-coordinate of 60° is 0.87, what is the y-coordinate of the open point? Enter this value.
<span class='insert stimulus hide'>240</span>"
362,490,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",11,"What you have just observed is that the vertical positions of 60° and of its diametrically opposite position are opposites. Because of this, they have exactly the opposite y-values."
363,491,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",12,"Now let’s explore this relationship more generally. Click near 0°, and then drag the solid point in the positive direction up toward 90°. You will see that as the point moves around the circle, its vertical position moves <i>upward</i>, from y = 0 to y = 1. Meanwhile, the vertical position of its diametrical opposite moves <i>downward</i>, from y = 0 to y = -1.
</p>
So, you should see that in general, the vertical position of a point and its diametrical opposite have opposite values — they always have the same absolute value, but the opposite sign."
364,492,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",13,"So far we have seen that 60° and its diametrical opposite have the <i>opposite horizontal positions</i>, one to the left of the y-axis and one to the right. They also have the <i>opposite vertical positions</i>, one above and one below the x-axis.
</p>
Because of this, these two points have the opposite x-coordinates and the opposite y-coordinates."
365,493,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",14,"Do these relationships still hold for other positions on the circle?
</p>
This time, let’s look at a position in the upper-left quadrant.
</p>
Mark 150° on the circle. You will see its diametrical opposite displayed as an open point on the circle. Then, click Submit.
<span class='insert stimulus hide'>150</span>"
366,494,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",15,"What is the x-coordinate of 150°? Enter this value.
<span class='insert stimulus hide'>150</span>"
367,495,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",16,"Compare the x-coordinate of the open point with the x-coordinate of 150°. Are they the same, or the opposite?
<select>
<option data-explain='The open point has a horizontal distance of “0.87” to the right of the origin, whereas 150° has a horizontal distance of “0.87” to the left of the origin. This means their x-coordinates have the same absolute value but the opposite signs, i.e. their x-coordinates are exactly the opposite!'>Same</option>
<option class='correct'>Opposite</option>
</select>"
368,496,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",17,"What about their y-coordinates? Are they the same, or the opposite?
<select>
<option data-explain='The open point has a vertical distance of “0.5” below the origin, whereas 150° has a vertical distance of “0.5” above the origin. This means their y-coordinates have the same absolute value but the opposite signs, i.e. their y-coordinates are exactly the opposite!'>Same</option>
<option class='correct'>Opposite</option>
</select>"
369,497,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",18,"Finally, let’s see whether these relationships also hold for negative positions and their diametrical opposites!
</p>
This time, mark -20° on the circle.
<span class='insert stimulus hide'>-20</span>"
370,498,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",19,"Next, mark its diametrically opposite position on the circle.
<span class='insert stimulus hide'>160</span>"
371,499,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",20,"What is the x-coordinate of -20°? Enter this value.
<span class='insert stimulus hide'>-20</span>"
372,500,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",21,"Now compare the x-coordinates of the two points. Are they the same number? Or are they the opposite?
<select>
<option data-explain='-20° has a horizontal position of “0.94”, whereas its diametrical opposite has a horizontal position of “-0.94”. So, their x-coordinates are the opposite!'>Same</option>
<option class='correct'>Opposite</option>
</select>"
373,501,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",22,"What about their y-coordinates? Are they the same, or the opposite?
<select>
<option data-explain='-20° has a vertical position of “-0.34”, whereas its diametrical opposite has a vertical position of “0.34”. So, their y-coordinates are the opposite!'>Same</option>
<option class='correct'>Opposite</option>
</select>"
374,502,41,Diametrical Opposites: Horizontal and Vertical Aspects,41,"Rotations, Reflections and Positions",23,"We have now seen two consistent relationships from three examples:
</p>
1, a position on the circle and its diametrical opposite always have the same distance from the y-axis, but in opposite directions;
</p>
2, they always have the same distance from the x-axis, but in opposite directions.
</p>
In other words, they have the <i>opposite x-coordinates</i>, as well as the <i>opposite y-coordinates</i>.
</p>
These relationships work for any positions on the circle. You may play around with the canvas tools to help yourself verify this!"
375,503,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",1,"In this section, we will consider the sines and cosines of points on the circle and their diametrical opposites. So far we have learned:
</p>
1. A position ? on the circle has its diametrical opposite at position (?+180°).
</p>
2. A point and its diametrical opposite always have the same distance from the y-axis, but in opposite directions.
</p>
3. A point and its diametrical opposite always have the same distance from the x-axis, but in opposite directions.
</p>
You may drag a point around the unit circle to confirm these statements."
376,504,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",2,"Based on the facts listed above, Mario and Luigi each made an assertion.
</p>
Mario said, “<i>the x-coordinates of a point and its diametrical opposite always have the same absolute value but the opposite sign.</i>”
</p>
Luigi said, “<i>their y-coordinates always have the same sign, but different absolute values.</i>”
Who is correct? Or are they both correct?
</p>
(You may continue to use the diagram to answer this!)
<select>
<option class='correct'>Mario</option>
<option data-explain='Notice that a point and its diametrical opposite have the same distance from the x-axis. Moreover, the two points’ vertical positions are in opposite directions. What does this mean?'>Luigi</option>
<option data-explain='Mario is correct indeed. But what about Luigi’s statement? Read it carefully again.'>both</option>
</select>"
377,505,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",3,"Whereas Mario is correct, Luigi has mistakenly made a reverse statement. Since a point and its diametrical opposite have the same distance from the x-axis, their y-coordinates should have the same absolute value. Moreover, since the two points’ vertical positions are in opposite directions, their y-coordinates should have the opposite signs."
378,506,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",4,"Now, let’s use these facts to reason with sine and cosine!
</p>
To begin with, what is the meaning of cos(?)? Is it the shorthand for the x-coordinate of ?, or the y-coordinate of ??
<select>
<option class='correct'>x-coordinate</option>
<option data-explain='cos(?) is the horizontal position of ?. Is horizontal position the x-coordinate, or the y-coordinate?'>y-coordinate</option>
</select>"
379,507,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",5,"The cosine of ? just is the x-coordinate of ?. Don’t get confused!
</p>
Now, think about this: “<i>the x-coordinates of a point and its diametrical opposite have the same absolute value but the opposite sign</i>”.
</p>
Given these facts, what can you tell about the value of cos(?) and the value of cos(?+180°)?
<select>
<option data-explain='If two numbers have the same absolute value but the opposite sign, then they would have exactly the opposite values.'>They are the same</option>
<option class='correct'>They are the opposite</option>
</select>"
380,508,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",6,"Just like the cos(?) stands for the x-coordinate of ?, cos(?+180°) stands for the x-coordinate of (?+180°). For any value of ?, if you observe the circle positions ? and (?+180°) on the diagram, you will see that their x-coordinates have the same absolute value, but opposite signs."
381,509,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",7,"Let’s look at a few concrete examples. Mark a circle position ? in between 0° and 90°, such that cos(?) = 0.5.
</p>
(Note that we’ve highlighted the horizontal position of the point on the circle by showing its horizontal position on the x-axis in red. Move the point around the circle, till the red point is located at x = 0.5.)
<span class='insert stimulus hide'>60</span>"
382,510,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",8,"Now, let’s consider the value of cos(?+180°). You may place another point at (?+180°) on the circle.
</p>
Is cos(?+180°) the same as cos(?), or is it the opposite of cos(?)?
<select>
<option data-explain='If you place a point at (?+180°), you will see its horizontal position (indicated by the red point) is on the negative x-axis. This means that the value of cos(?+180°) is negative.'>Same as cos(?)</option>
<option class='correct'>Opposite of cos(?)</option>
</select>"
383,511,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",9,"Given your own answer above, enter the number that expresses the value of cos(?+180°).
<span class='insert stimulus hide'>240</span>"
384,512,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",10,"Let’s look at another example.
</p>
Mark a circle position ? <b><i>in between 90° and 180°</i></b>, such that cos(?) = -0.8.
<span class='insert stimulus hide'>143.13</span>"
385,513,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",11,"Now, use the diagram to help you consider the value of cos(?+180°).
</p>
What can you tell about cos(?+180°)?
<select>
<option data-explain='If you place a point at (?+180°), you will see its horizontal position (indicated by the red point) is on the positive x-axis. Also, notice that the horizontal distance of cos(?+180°) from zero is the same as cos(?) from zero.'>Same as cos(?)</option>
<option class='correct'>Opposite of cos(?)</option>
</select>"
386,514,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",12,"Now, enter the number that expresses the value of cos(?+180°).
<span class='insert stimulus hide'>323.13</span>"
387,515,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",13,"What if you were told that cos(?) = 0.4?
</p>
Without marking anything on the diagram, what would you say cos(?+180°) should be? Enter this value.
<span class='insert stimulus hide'>246.42</span>"
388,516,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",14,"Now, mark a position ? so that cos(?) = 0.4, and check visually that it agrees with the correct answer. In fact, many people find it easier to answer these questions about cosines if they're able to mark positions!
</p>
So: in general, do cos(?) and cos(?+180°) have the same value, or the opposite values?
<select>
<option data-explain='? and (?+180°) always have the opposite x-coordinates. What does this tell you about cos(?) and cos(?+180°)?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
389,517,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",15,"Indeed, cos(?) and cos(?+180°) always have the opposite values. If you draw a diagram on the unit circle, it will immediately help you confirm this fact. Wherever you position the solid point, it and its diametrical opposite (the open point) will have the opposite horizontal positions and the opposite x-coordinates. Therefore, the cosine of a position and its diametrical opposite will always be each other’s opposites!"
390,518,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",16,"Now, let's shift our attention to sine.
</p>
What is the meaning of sin(?)? Is it the shorthand for the x-coordinate of ?, or the y-coordinate of ??
<select>
<option data-explain='sin(?) is the vertical position of ?. Is vertical position the x-coordinate, or the y-coordinate?'>x-coordinate</option>
<option class='correct'>y-coordinate</option>
</select>"
391,519,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",17,"The sine of ? just is the y-coordinate of ?.
</p>
Given this definition, together with fact that “<i>the y-coordinates of a point and its diametrical opposite have the same absolute value but the opposite sign</i>”, what can you tell about the value of sin(?) and the value of sin(?+180°)?
<select>
<option data-explain='If two numbers have the same absolute value but the opposite sign, then they would have exactly the opposite values.'>They are the same</option>
<option class='correct'>They are the opposite</option>
</select>"
392,520,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",18,"Let’s look at a few concrete examples. Mark a circle position ? in between 0° and 90°, such that sin(?) = 0.6.
<span class='insert stimulus hide'>36.87</span>"
393,521,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",19,"Now, let’s consider the value of sin(?+180°). You may place another point at (?+180°) on the circle.
</p>
Is sin(?+180°) the same as sin(?), or is it the opposite of sin(?)?
<select>
<option data-explain='If you place a point at (?+180°), you will see its vertical position (indicated by the blue point) is on the negative y-axis. This means that the value of sin(?+180°) is negative.'>Same as sin(?)</option>
<option class='correct'>Opposite of sin(?)</option>
</select>"
394,522,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",20,"Given your own answer above, enter the number that expresses the value of sin(?+180°) in this case.
<span class='insert stimulus hide'>216.87</span>"
395,523,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",21,"Let’s look at another example.
</p>
Mark a circle position ? <b><i>in between 90° and 180°</i></b>, such that sin(?) = 0.9.
<span class='insert stimulus hide'>115.84</span>"
396,524,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",22,"Now, use the diagram to help you consider the value of sin(?+180°).
</p>
What can you tell about sin(?+180°)?
<select>
<option data-explain='If you place a point at (?+180°), you will see its vertical position (indicated by the blue point) is on the negative y-axis. Also, notice that the vertical distance of sin(?+180°) from zero is the same as sin(?) from zero.'>Same as sin(?)</option>
<option class='correct'>Opposite of sin(?)</option>
</select>"
397,525,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",23,"Now, enter the number that expresses the value of sin(?+180°).
<span class='insert stimulus hide'>295.84</span>"
398,526,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",24,"What if you were told that sin(?) = -0.3?
</p>
Without marking anything on the diagram, what would you say sin(?+180°) should be? Enter this value.
<span class='insert stimulus hide'>162.54</span>"
399,527,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",25,"Now, mark a position ? so that sin(?) = -0.3, and check visually that it agrees with the correct answer.
</p>
So: in general, do sin(?) and sin(?+180°) have the same value, or the opposite values?
<select>
<option data-explain='? and (?+180°) always have the opposite y-coordinates. What does this tell you about sin(?) and sin(?+180°)?'>Same</option>
<option class='correct'>Opposite</option>
</select>"
400,528,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",26,"As you have seen, a circle position and its diametrical opposite always have the opposite cosine values, as well as the opposite sine values!
</p>
Now let's have a bit more practice.
</p>
Suppose that sin(?) = 0.7. What is the value of sin(?+180°)?
<span class='insert stimulus hide'>-44.43</span>"
401,529,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",27,"Suppose that cos(?) = -0.5. What is the value of cos(?+180°)?
<span class='insert stimulus hide'>60</span>"
402,530,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",28,"Suppose that sin(?+180°) = -0.2. What is the value of sin(?)?
<span class='insert stimulus hide'>11.54</span>
"
403,531,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",29,"Suppose that cos(?+180°) = 0.4. What is the value of cos(?)?
<span class='insert stimulus hide'>113.58</span>"
404,532,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",30,"Given that ? = 30°, what is sin(?+180°)? Use the canvas to help yourself, and enter this value!
<span class='insert stimulus hide'>210</span>"
405,533,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",31,"Given that ? = 50°, what is cos(?+180°)? Use the canvas to help yourself, and enter this value!
<span class='insert stimulus hide'>230</span>"
406,534,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",32,"Given that ? = –60°, what is cos(?+180°)?
<span class='insert stimulus hide'>120</span>"
407,535,42,Sine and Cosine of Diametrical Opposites,42,"Rotations, Reflections and Positions",33,"Given that ? = –20°, what is sin(?+180°)?
<span class='insert stimulus hide'>160</span>"
408,536,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",1,"From our work on diametrically opposite circle positions, we know how to describe where we end up if we rotate a point 180° from a given circle position. In this section, we would like to describe what would happen if we rotated a point 90° from a given position."
409,537,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",2,"Click on a little above 0° on the diagram; you will see a solid point appear on the circle as well as a second point that is rotated 90° in the positive direction. You should be able to see that this point is 1/4 of the way around the circle from the solid point in the positive direction. So, we can call this point the “quarter-turn rotation” of the solid point.
</p>
Move the solid point around a little, and watch it and its quarter-turn rotation as the two points move back and forth together. Then, click Continue."
410,538,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",3,"Now, we will let you find the quarter-turn rotation for a few examples.
</p>
Click on the unit circle at ? = 20°.
<span class='insert stimulus hide'>20</span>"
411,539,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",4,"Next, imagine a quarter-turn rotation from this point, and click on the correct position on the unit circle.
<span class='insert stimulus hide'>110</span>"
412,540,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",5,"Now, enter this position as a positive number in degrees.
<span class='insert stimulus hide'>110</span>"
413,541,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",6,"Let’s quickly practice this a couple more times.
</p>
This time, mark ? = 120° on the circle.
<span class='insert stimulus hide'>120</span>"
414,542,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",7,"Next, mark the quarter-turn rotation of ? = 120° on the unit circle.
<span class='insert stimulus hide'>210</span>"
415,543,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",8,"Now, enter this position as a positive number in degrees.
<span class='insert stimulus hide'>210</span>"
416,544,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",9,"One more example: this time, mark ? = 230° on the circle.
<span class='insert stimulus hide'>230</span>"
417,545,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",10,"Then, mark the quarter-turn rotation of ? = 230°, and click Submit.
<span class='insert stimulus hide'>320</span>"
418,546,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",11,"Finally, enter this position as a positive number in degrees!
<span class='insert stimulus hide'>320</span>"
419,547,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",12,"Now, let’s look at this relationship in a different way. Click a little above 0° on the diagram.
</p>
Again, a solid point appears on the circle, together with a second point that is rotated 90° in the positive direction. This time, notice that the open point is the same distance from the y-axis as the solid point is from the x-axis. We have highlighted the distance between the first point and 0° in orange, and the distance between the second point and 90° in green.
</p>
This relationship stays the same as you move the solid point around. Drag the solid point in the positive direction, and watch it and its quarter-turn rotation. The orange arc and the green arc stay the same length.
</p>
Now, rotate the solid point back towards 0°, and watch the open point rotate back towards 90°. Both the orange arc and the green arc get smaller as the points approach 0° and 90°, respectively."
420,548,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",13,"Do you agree with the following statement? 
</p>
“The distance of a point on the circle from the x-axis is the same as the distance of its quarter-turn rotation from the y-axis.”
<select>
<option class='correct'>Yes</option>
<option data-explain='Try to drag the solid point around the circle. You will notice that the diagram indeed confirms this statement!'>No</option>
</select>
"
421,549,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",14,"This statement is true! It corresponds to a statement we can write more symbolically:
</p>
<i>Any circle position ? is the same distance in degrees from 0° as (?+90°) is from 90°.</i>"
422,550,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",15,"What this statement says may seem obvious, but it has a specific meaning in trigonometry, since 0° corresponds to the point where the circle intersects the positive x-axis, while 90° corresponds to the point where it intersects the positive y-axis. We will see that this has important implications for understanding some basic trigonometric relationships.
</p>
So, whenever you see an expression like (?+90°), two things are simultaneously true:
</p>
1. The point is ? degrees past the y-axis in the positive direction;
</p>
2. The point is a quarter turn in the positive direction from ?."
423,551,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",16,"So far, we have only moved a little distance from 0°, but it is useful to observe that this relationship holds for any value of ?. You may play around with the diagram to confirm this: as you rotate the solid point in the positive direction from 0°, its quarter-turn rotation, the open point, will rotate in the positive direction from 90°, which is equivalent to making a first rotation of 90° and then a second rotation of ?.
</p>
We use both the green arc and the red arc at the same time, in order to illustrate these two ways of looking at the point at the same time."
424,552,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",17,"As an example, place the solid point at 80°. You will see that its quarter-turn rotation is 90° ahead of it on the circle; it is also 80° past the y-axis in the positive direction.
</p>
When you have marked 80° on the circle, click Submit.
<span class='insert stimulus hide'>80</span>"
425,553,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",18,"Now, we have a slightly more challenging question.
Place the solid point on the unit circle at -40°, and then click Submit.
<span class='insert stimulus hide'>-40</span>"
426,554,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",19,"Consider the quarter-turn rotation of -40°, and enter it as a positive number in degrees.
<span class='insert stimulus hide'>50</span>"
427,555,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",20,"Again, we can think of this in either of two ways.
</p>
We can reach the quarter-turn rotation of -40° by adding 90° to it. Arithmetically, this corresponds to (-40°+90°) = 50°.
</p>
Alternatively, since -40° can be reached by rotating 40° in the negative direction from 0°, its quarter-turn rotation can be reached by rotating 40° in the negative direction from 90°. Therefore, the resulting position is equivalent to (90°-40°), which is also 50°."
428,556,43,Quarter Turn Rotations,43,"Rotations, Reflections and Positions",21,"Now, with less support, let’s do a few more cases.
</p>
To begin with, place ? = -70° on the circle.
<span class='insert stimulus hide'>-70</span>"
