"","user","FigureRotation","EmbeddedFigure","LetterSets","Vocab","AddSubtract","MarkXYI","MarkXYII","MarkThetaI","MarkThetaII","Right Triangle Trig I","Right Triangle Trig II","Right Triangle Trig III","Right Triangle Trig IV","Right Triangle Trig V","TrigIDs","MA.GoodatMath","MA.ImportantDoWell","MA.NaturallyBetter","MA.EffortImportant","MA.UnderstandQuickly","MA.ThinkCarefully","MA.PlugInNum","MA.PatternsOverCalc","MA.ExcitingIntimidating","SA.ChairParts","SA.SpatialRel","SA.Diagrams","HSMath","PostHSMath"
"1028",2034,65,50,-1.794776962649,-0.0688499750689463,87.5,0,0,25,91.7,0,100,0,0,0,16.7,4,4,4,4,4,4,4,4,4,5,4,7,1,1
"1029",2035,60,60,-1.22242634699417,0.219277354226466,81.2,60,70,25,100,0,0,0,0,0,58.3,4,5,4,5,4,4,4,5,3,5,5,5,3,2
"1030",2035,60,60,-1.22242634699417,0.219277354226466,81.2,60,70,25,100,0,0,0,0,0,58.3,5,5,5,5,5,5,5,5,5,5,5,5,4,3
"1031",2035,60,60,-1.22242634699417,0.219277354226466,81.2,60,70,25,100,0,0,0,0,0,58.3,3,5,5,6,5,5,3,5,2,6,6,5,2,3
"1032",2036,60,65,-1.794776962649,-1.64326002443317,81.2,0,0,33.3,75,0,33.3,33.3,0,0,41.7,6,5,6,5,6,2,6,5,6,6,4,6,5,5
"1033",2037,50,70,0.787255889929164,-0.928086832074909,90.6,10,90,25,100,0,66.7,100,0,0,25,7,7,5,4,5,7,3,6,7,7,6,5,4,3
"1034",2038,90,90,0.214905274274339,0.790386881937017,90.6,40,80,25,100,0,0,0,0,11.1,50,2,4,6,5,4,6,4,4,2,6,4,6,1,1
"1035",2039,95,70,0.214905274274339,-0.928086832074909,93.8,90,70,100,100,100,100,100,44.4,55.6,50,7,7,5,5,3,6,7,6,7,5,6,5,4,4
"1036",2040,85,70,0.214905274274339,-0.784023167427203,96.9,90,80,91.7,100,100,100,100,100,100,25,4,5,6,2,5,6,6,5,2,2,3,6,4,3
"1037",2041,85,80,0.787255889929164,1.07336908035215,96.9,70,90,91.7,100,100,100,100,100,100,58.3,6,6,6,4,6,6,3,6,6,6,6,6,2,5
"1038",2042,90,80,1.35960650558399,-0.0688499750689463,93.8,40,90,91.7,100,0,100,100,11.1,33.3,41.7,6,7,7,5,6,7,2,2,5,5,6,7,3,1
"1039",2042,90,80,1.35960650558399,-0.0688499750689463,93.8,40,90,91.7,100,0,100,100,11.1,33.3,41.7,6,6,7,2,6,5,3,2,4,5,6,6,3,1
"1040",2043,70,75,1.35960650558399,1.21743274499986,93.8,90,60,83.3,91.7,33.3,100,66.7,0,66.7,41.7,4,5,7,5,6,4,2,6,4,1,2,6,3,1
"1041",2044,75,65,-0.645772343251715,0.219277354226466,62.5,30,100,25,91.7,0,0,0,0,0,33.3,2,5,7,6,6,7,4,6,1,6,3,7,3,1
"1042",2045,95,85,1.35960650558399,1.6444786080627,93.8,90,80,100,91.7,100,100,100,100,100,66.7,7,6,6,2,3,2,5,2,6,6,2,4,5,5
"1043",2046,90,80,0.214905274274339,1.78854227271041,96.9,10,50,100,100,100,100,100,11.1,22.2,50,6,6,4,4,6,6,6,4,6,5,4,7,3,3
"1044",2047,60,65,-1.794776962649,-1.64326002443317,0,0,0,33.3,58.3,0,0,0,0,0,25,4,4,4,4,4,4,4,4,4,4,4,4,3,3
"1045",2047,60,65,-1.794776962649,-1.64326002443317,0,0,0,33.3,58.3,0,0,0,0,0,25,4,4,4,4,4,4,4,4,4,4,4,4,3,5
"1046",2048,70,55,0.787255889929164,-0.639959502779497,78.1,80,80,25,100,66.7,100,100,11.1,11.1,33.3,5,6,6,6,6,6,3,2,6,4,6,7,4,2
"1047",2049,50,65,-1.50644996077777,-0.928086832074909,62.5,20,40,58.3,83.3,0,66.7,0,11.1,0,66.7,2,3,5,7,6,6,4,5,4,7,4,7,4,2
"1048",2050,65,85,0.787255889929164,1.50556007429527,84.4,90,90,25,100,33.3,33.3,0,0,44.4,25,5,7,6,6,6,7,3,5,5,7,6,6,4,2
"1049",2051,80,65,0.214905274274339,-0.49589583813179,100,10,0,25,91.7,0,100,0,0,0,16.7,2,6,6,2,1,7,2,6,2,6,6,6,2,3
"1050",2051,80,65,0.214905274274339,-0.49589583813179,100,10,0,25,91.7,0,100,0,0,0,16.7,3,7,6,7,1,7,7,6,5,6,6,7,3,1
"1051",2052,55,45,0.498928888057936,1.50556007429527,100,60,50,100,100,0,100,0,22.2,33.3,41.7,3,4,5,5,4,6,6,6,4,6,4,4,3,3
"1052",2054,60,65,-0.361748729468118,0.0752136895787599,53.1,20,40,25,100,33.3,0,100,0,22.2,16.7,4,5,5,2,2,4,2,4,3,6,4,4,4,2
"1053",2055,70,90,0.214905274274339,-0.356977304364359,75,40,20,25,91.7,0,100,0,11.1,11.1,41.7,6,7,7,5,6,6,7,7,4,7,5,6,3,2
"1054",2055,70,90,0.214905274274339,-0.356977304364359,75,40,20,25,91.7,0,100,0,11.1,11.1,41.7,5,6,6,5,5,6,7,5,5,5,4,6,3,2
"1055",2056,100,45,0.498928888057936,0.502259552641604,87.5,90,70,91.7,100,0,100,0,33.3,77.8,33.3,4,5,5,6,5,7,4,4,4,4,5,5,2,4
"1056",2057,75,80,-0.361748729468118,1.07336908035215,78.1,60,70,58.3,100,0,33.3,0,0,11.1,16.7,5,4,5,5,6,5,4,3,4,4,6,3,4,2
"1057",2058,70,40,-0.934099345122943,-1.49919635978546,81.2,30,10,25,83.3,0,33.3,0,0,0,16.7,5,6,7,7,6,7,3,6,1,5,6,2,4,2
"1058",2059,75,45,0.787255889929164,0.790386881937017,68.8,30,50,25,100,0,0,0,0,0,41.7,3,3,6,6,5,6,2,5,5,3,5,6,3,1
"1059",2060,80,80,1.35960650558399,2.07666960200582,96.9,10,50,75,100,100,100,100,11.1,44.4,50,3,5,6,1,2,6,4,4,1,5,4,5,4,3
"1060",2061,90,80,1.07558289180039,-0.784023167427203,96.9,100,50,91.7,100,100,100,100,66.7,55.6,16.7,5,5,6,3,5,6,3,6,3,7,6,7,3,2
"1061",2062,45,50,-0.0734217275968895,-0.784023167427203,65.6,10,20,75,100,100,100,100,0,0,25,4,6,3,7,5,6,5,4,3,5,5,4,4,2
"1062",2063,75,65,-0.934099345122943,-0.212913639716653,81.2,90,80,25,100,0,100,100,11.1,0,33.3,3,5,6,6,5,6,2,4,3,5,6,5,3,3
"1063",2064,80,85,1.07558289180039,-0.0688499750689463,93.8,70,40,100,100,100,100,100,77.8,100,66.7,6,6,3,7,5,7,2,7,7,5,6,6,3,5
"1064",2065,75,90,0.214905274274339,0.929305415704448,96.9,90,100,100,100,0,100,100,44.4,100,41.7,4,6,5,7,5,7,1,2,3,3,5,7,5,5
"1065",2066,80,65,1.07558289180039,-0.639959502779497,71.9,20,70,100,100,100,100,100,0,0,41.7,5,5,7,7,3,6,5,3,2,7,4,6,4,2
"1066",2067,55,65,0.498928888057936,0.929305415704448,71.9,40,40,41.7,100,0,0,0,0,0,25,5,6,5,5,5,6,5,5,3,6,5,5,4,2
"1067",2068,100,55,1.35960650558399,0.0752136895787599,87.5,100,90,75,100,0,33.3,0,0,33.3,33.3,4,6,5,4,6,7,2,4,5,6,4,6,2,3
"1068",2070,70,75,-0.0734217275968895,-1.49919635978546,53.1,40,70,25,100,0,0,0,0,11.1,16.7,5,5,6,3,4,5,3,3,3,5,5,6,2,1
"1069",2071,65,35,-1.50644996077777,0.790386881937017,75,0,0,25,66.7,0,0,0,0,0,25,4,6,6,6,6,6,6,5,5,6,5,6,3,4
"1070",2072,55,80,-0.645772343251715,0.64632321728931,84.4,40,70,50,83.3,0,0,0,11.1,0,16.7,3,3,5,6,5,7,2,5,4,4,4,6,4,1
"1071",2073,75,70,0.214905274274339,0.219277354226466,84.4,10,40,41.7,100,0,100,0,11.1,11.1,25,1,7,5,7,5,7,1,6,5,3,2,6,2,1
"1072",2074,70,60,-1.50644996077777,0.0752136895787599,90.6,40,40,25,58.3,0,100,0,11.1,0,8.3,4,7,3,5,5,7,4,5,4,2,4,6,4,2
"1073",2075,60,60,-1.794776962649,-0.784023167427203,15.6,10,10,75,91.7,0,0,0,0,0,33.3,2,4,5,7,3,6,4,5,1,6,6,5,4,2
"1074",2076,75,55,-1.794776962649,-1.35513269513775,81.2,0,0,25,83.3,0,33.3,0,0,0,33.3,1,5,7,1,5,7,1,4,1,7,7,7,2,1
"1075",2077,75,65,1.07558289180039,0.219277354226466,87.5,50,70,41.7,100,0,33.3,0,0,0,25,2,6,6,4,4,6,2,2,1,5,2,5,3,1
"1076",2079,75,35,-0.361748729468118,-0.639959502779497,93.8,60,60,100,100,100,100,100,100,77.8,33.3,6,6,6,7,7,7,5,6,5,7,5,7,4,5
"1077",2080,75,85,0.214905274274339,-0.212913639716653,71.9,70,80,25,91.7,100,100,100,11.1,0,16.7,2,5,6,6,5,6,2,2,1,6,5,4,2,1
"1078",2081,75,75,1.07558289180039,0.0752136895787599,96.9,80,90,25,91.7,0,100,33.3,11.1,11.1,25,3,2,5,3,5,5,5,4,2,5,5,6,5,1
"1079",2082,85,60,-0.0734217275968895,-1.35513269513775,87.5,100,90,41.7,91.7,0,66.7,0,0,22.2,16.7,6,7,3,5,6,7,5,6,6,7,5,5,3,4
"1080",2082,85,60,-0.0734217275968895,-1.35513269513775,87.5,100,90,41.7,91.7,0,66.7,0,0,22.2,16.7,6,6,6,4,4,6,5,5,5,7,5,6,3,3
"1081",2083,55,60,-2.08310396452022,-0.639959502779497,87.5,40,10,75,100,0,0,0,0,0,16.7,4,5,5,4,4,4,4,5,3,5,5,5,3,2
"1082",2084,65,40,-1.794776962649,-0.49589583813179,96.9,40,70,25,100,0,100,0,0,0,33.3,3,5,6,4,6,6,3,4,2,5,5,5,3,1
"1083",2085,40,70,0.498928888057936,-0.0688499750689463,78.1,70,70,41.7,91.7,0,100,100,0,0,25,6,6,2,7,2,7,5,6,4,6,6,7,4,1
"1084",2086,80,85,1.07558289180039,1.93260593735812,93.8,90,70,100,100,0,33.3,0,0,0,50,5,6,2,6,2,5,5,5,5,5,6,5,3,2
"1085",2086,80,85,1.07558289180039,1.93260593735812,93.8,90,70,100,100,0,33.3,0,0,0,50,6,5,3,2,2,3,5,3,6,6,6,6,3,1
"1086",2087,70,40,-1.22242634699417,1.21743274499986,93.8,50,100,83.3,100,100,100,100,33.3,0,58.3,5,4,6,6,4,5,6,5,4,6,5,5,4,4
"1087",2088,90,80,1.35960650558399,0.358195887993897,93.8,70,100,100,100,0,100,100,33.3,55.6,58.3,5,3,2,3,2,6,3,5,3,5,5,7,5,1
"1088",2089,85,60,0.498928888057936,-0.356977304364359,81.2,40,100,25,91.7,0,100,0,0,0,25,4,6,6,6,2,6,2,5,5,4,5,6,3,1
"1089",2090,75,65,1.07558289180039,1.07336908035215,100,80,80,100,100,100,100,100,100,100,66.7,6,6,6,3,6,2,2,6,6,6,6,6,5,3
"1090",2091,75,65,-0.361748729468118,-0.928086832074909,87.5,0,0,25,58.3,0,33.3,0,0,0,16.7,5,5,5,4,4,5,4,5,4,4,4,4,4,1
"1091",2092,70,65,0.214905274274339,1.21743274499986,87.5,20,80,91.7,100,0,0,0,0,0,33.3,2,5,7,5,6,6,6,5,1,6,6,6,2,1
"1092",2093,55,60,-2.36712757830382,-0.639959502779497,93.8,50,50,66.7,83.3,0,33.3,0,0,0,16.7,2,7,6,5,6,7,3,2,2,5,5,6,2,1
"1093",2094,75,75,0.498928888057936,-0.49589583813179,96.9,70,70,100,100,0,100,100,11.1,55.6,33.3,3,6,6,4,4,7,3,4,2,4,5,5,1,1
"1094",2095,95,100,1.07558289180039,0.358195887993897,96.9,80,90,100,100,66.7,100,0,11.1,66.7,41.7,5,5,7,6,2,7,3,6,3,7,6,7,3,3
"1095",2096,70,70,0.498928888057936,-0.0688499750689463,84.4,60,60,25,100,100,100,100,22.2,77.8,25,4,7,6,7,4,7,1,4,4,6,4,7,2,5
"1096",2097,45,45,-1.794776962649,-1.7821785582006,90.6,0,0,25,58.3,0,33.3,0,0,0,33.3,4,5,6,4,4,3,3,6,6,3,4,3,4,3
"1097",2097,45,45,-1.794776962649,-1.7821785582006,90.6,0,0,25,58.3,0,33.3,0,0,0,33.3,5,7,7,6,5,7,3,3,3,7,6,6,3,2
"1098",2098,70,65,-0.361748729468118,0.502259552641604,90.6,60,70,100,91.7,0,100,0,22.2,33.3,25,4,5,5,5,3,5,5,5,3,6,5,6,4,5
"1099",2099,95,60,-1.794776962649,-1.06700536584234,93.8,80,100,25,100,0,100,0,0,0,8.3,6,6,5,3,5,5,5,4,4,6,5,5,4,5
"1100",2100,55,60,-0.934099345122943,-0.49589583813179,84.4,20,0,33.3,100,0,33.3,0,0,0,25,6,6,1,7,3,7,7,7,6,6,6,7,2,2
"1101",2100,55,60,-0.934099345122943,-0.49589583813179,84.4,20,0,33.3,100,0,33.3,0,0,0,25,6,6,4,7,6,6,6,6,5,7,7,7,2,2
"1102",2100,55,60,-0.934099345122943,-0.49589583813179,84.4,20,0,33.3,100,0,33.3,0,0,0,25,6,6,3,7,3,6,5,6,5,7,7,6,2,4
"1103",2101,85,65,-0.0734217275968895,1.21743274499986,78.1,0,0,25,58.3,0,33.3,0,0,0,16.7,3,7,4,7,6,6,6,5,5,6,6,2,3,3
"1104",2102,65,65,1.07558289180039,0.790386881937017,96.9,100,60,58.3,91.7,0,100,100,11.1,55.6,25,6,6,5,4,5,7,3,3,5,6,5,6,4,1
"1105",2103,55,50,-1.22242634699417,-0.639959502779497,87.5,90,70,33.3,75,0,33.3,100,0,0,16.7,6,6,6,5,6,6,5,6,6,6,4,6,4,1
"1106",2103,55,50,-1.22242634699417,-0.639959502779497,87.5,90,70,33.3,75,0,33.3,100,0,0,16.7,6,7,7,4,7,7,6,6,7,7,5,7,5,1
"1107",2104,70,55,0.498928888057936,-1.21106903049005,87.5,50,80,100,100,0,100,100,44.4,44.4,25,6,7,5,4,6,6,5,6,5,6,5,6,2,5
"1108",2105,45,70,0.787255889929164,-0.639959502779497,81.2,90,80,100,100,33.3,100,100,22.2,11.1,16.7,5,6,5,6,5,6,3,5,2,5,6,6,4,2
"1109",2105,45,70,0.787255889929164,-0.639959502779497,81.2,90,80,100,100,33.3,100,100,22.2,11.1,16.7,3,2,7,3,6,2,6,2,1,6,6,6,3,1
"1110",2105,45,70,0.787255889929164,-0.639959502779497,81.2,90,80,100,100,33.3,100,100,22.2,11.1,16.7,3,3,5,6,5,4,3,5,2,6,6,6,3,2
"1111",2106,80,75,0.498928888057936,1.21743274499986,87.5,30,40,25,91.7,0,33.3,0,22.2,0,41.7,1,3,6,2,7,7,2,5,1,5,3,2,3,2
"1112",2107,80,40,0.498928888057936,-0.784023167427203,87.5,60,90,41.7,100,0,33.3,0,11.1,11.1,41.7,4,5,5,7,1,6,4,5,3,4,5,6,4,3
"1113",2108,95,45,1.35960650558399,1.78854227271041,90.6,100,90,100,100,0,100,0,66.7,66.7,58.3,4,3,7,6,1,3,5,6,1,7,4,2,5,5
"1114",2109,90,90,1.35960650558399,1.93260593735812,100,90,100,25,100,100,100,100,66.7,100,66.7,4,5,6,7,4,4,3,5,5,5,3,3,4,5
"1115",2110,50,75,-0.934099345122943,-0.0688499750689463,87.5,60,60,33.3,58.3,0,33.3,0,0,0,16.7,6,6,6,7,5,7,2,4,6,7,6,6,4,2
"1116",2111,90,70,1.07558289180039,1.78854227271041,96.9,70,100,41.7,100,100,100,100,11.1,55.6,50,4,5,5,6,4,6,5,4,4,5,5,5,4,4
"1117",2112,65,45,-0.361748729468118,0.502259552641604,90.6,20,40,100,100,100,0,100,0,0,58.3,2,3,5,7,6,7,6,6,4,5,2,4,4,2
"1118",2114,65,45,-0.934099345122943,-0.928086832074909,81.2,10,0,25,33.3,0,33.3,0,0,0,41.7,1,1,7,3,6,5,4,2,1,6,4,5,4,2
"1119",2116,80,60,-1.22242634699417,0.219277354226466,90.6,80,50,25,100,66.7,100,66.7,22.2,11.1,8.3,5,6,7,6,7,7,7,5,3,7,5,7,2,3
"1120",2116,80,60,-1.22242634699417,0.219277354226466,90.6,80,50,25,100,66.7,100,66.7,22.2,11.1,8.3,5,6,7,3,7,6,6,5,3,7,3,6,2,2
"1121",2117,80,80,1.64793350745522,0.64632321728931,87.5,50,100,91.7,100,0,33.3,0,44.4,77.8,33.3,4,5,5,7,5,5,4,5,3,5,4,6,4,1
"1122",2118,85,70,0.214905274274339,0.64632321728931,56.2,20,40,25,100,0,33.3,0,0,0,41.7,4,4,6,4,5,5,4,4,2,6,6,6,3,1
"1123",2119,55,60,1.07558289180039,0.0752136895787599,84.4,40,20,83.3,100,66.7,100,100,11.1,11.1,25,5,5,6,5,3,5,3,5,3,7,6,6,3,3
"1124",2120,40,60,1.07558289180039,-0.639959502779497,81.2,40,50,25,100,66.7,100,66.7,11.1,22.2,25,6,6,6,5,5,6,3,6,5,6,5,4,4,1
"1125",2121,75,55,-0.934099345122943,1.21743274499986,81.2,20,20,25,100,0,33.3,0,0,11.1,33.3,2,4,6,3,5,6,6,5,1,6,4,6,4,1
"1126",2122,75,65,-0.0734217275968895,2.07666960200582,87.5,90,90,25,100,100,100,100,33.3,66.7,16.7,5,5,6,6,5,6,3,4,3,6,4,7,3,1
"1127",2123,65,50,-0.361748729468118,-1.06700536584234,87.5,30,50,58.3,66.7,0,0,0,0,22.2,50,3,6,4,4,5,6,5,5,3,5,4,5,4,1
"1128",2123,65,50,-0.361748729468118,-1.06700536584234,87.5,30,50,58.3,66.7,0,0,0,0,22.2,50,4,6,5,3,6,6,5,5,3,4,5,5,4,0
"1129",2124,50,55,-1.794776962649,-0.212913639716653,65.6,10,10,25,66.7,33.3,0,0,0,0,16.7,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"1130",2125,65,55,-1.22242634699417,-0.784023167427203,93.8,80,80,33.3,100,0,0,0,0,0,33.3,4,4,5,4,3,6,4,4,4,4,4,4,3,3
"1131",2126,60,55,-0.934099345122943,-0.0688499750689463,87.5,0,0,25,50,0,0,0,0,0,33.3,5,4,6,4,2,6,6,6,2,2,4,4,4,3
"1132",2127,90,70,0.787255889929164,-0.356977304364359,100,80,90,41.7,100,0,100,0,0,0,25,4,4,6,5,6,6,4,4,3,6,5,7,4,1
"1133",2128,55,45,0.787255889929164,0.219277354226466,81.2,30,50,25,91.7,0,100,0,0,88.9,41.7,4,4,3,6,6,4,2,6,2,6,5,4,4,3
"1134",2128,55,45,0.787255889929164,0.219277354226466,81.2,30,50,25,91.7,0,100,0,0,88.9,41.7,4,4,5,3,5,4,6,4,2,6,2,6,4,3
"1135",2129,65,60,-0.0734217275968895,-0.212913639716653,87.5,60,80,25,100,0,0,0,0,0,41.7,5,6,3,5,4,6,2,7,4,5,5,6,5,1
"1136",2130,75,65,1.07558289180039,-0.784023167427203,68.8,80,90,100,100,100,100,100,0,0,33.3,7,6,4,4,6,5,7,5,6,6,4,6,4,1
"1137",2130,75,65,1.07558289180039,-0.784023167427203,68.8,80,90,100,100,100,100,100,0,0,33.3,6,7,6,5,5,6,4,6,6,6,4,5,3,1
"1138",2132,70,55,-0.361748729468118,0.219277354226466,87.5,20,50,25,91.7,0,100,0,0,0,25,2,6,5,6,4,7,5,4,2,6,3,6,3,3
"1139",2133,75,65,-0.0734217275968895,-0.212913639716653,84.4,80,70,25,91.7,0,100,66.7,11.1,0,25,1,7,6,5,5,7,3,5,4,7,6,7,2,3
"1140",2133,75,65,-0.0734217275968895,-0.212913639716653,84.4,80,70,25,91.7,0,100,66.7,11.1,0,25,2,5,5,5,6,6,3,4,5,6,6,5,4,1
"1141",2134,40,60,-1.22242634699417,-0.49589583813179,84.4,10,40,75,75,0,100,0,11.1,11.1,41.7,4,5,6,6,5,6,4,5,3,5,6,6,4,4
"1142",2136,50,40,-0.934099345122943,1.50556007429527,78.1,30,0,75,83.3,66.7,100,66.7,66.7,66.7,50,7,7,7,6,7,7,5,6,7,7,7,6,3,1
"1143",2137,55,65,-0.645772343251715,-0.212913639716653,100,90,100,50,91.7,100,100,100,11.1,0,41.7,7,7,7,6,7,6,6,3,6,7,6,6,3,2
"1144",2137,55,65,-0.645772343251715,-0.212913639716653,100,90,100,50,91.7,100,100,100,11.1,0,41.7,6,7,7,6,5,6,3,5,5,6,4,6,3,5
"1145",2138,70,65,-0.0734217275968895,-0.0688499750689463,100,60,90,100,100,100,100,100,22.2,66.7,8.3,6,6,4,6,6,6,5,2,5,6,6,7,4,2
"1146",2139,85,55,0.498928888057936,1.50556007429527,96.9,20,30,25,100,0,100,0,0,0,33.3,5,6,7,7,6,7,5,6,7,6,6,3,2,1
"1147",2140,55,35,-2.08310396452022,-0.784023167427203,68.8,0,0,33.3,50,0,100,0,0,0,16.7,2,6,7,4,5,5,4,3,1,4,4,3,3,1
"1148",2141,65,45,-1.794776962649,-1.35513269513775,87.5,40,50,83.3,100,66.7,100,100,0,0,33.3,2,5,4,3,2,1,3,1,7,3,5,7,4,3
"1149",2142,55,70,-1.794776962649,-0.784023167427203,87.5,0,0,50,75,0,33.3,66.7,11.1,0,41.7,2,5,3,2,5,7,5,6,1,2,5,7,4,2
"1150",2142,55,70,-1.794776962649,-0.784023167427203,87.5,0,0,50,75,0,33.3,66.7,11.1,0,41.7,4,3,3,5,5,7,5,4,3,5,5,2,5,4
"1151",2142,55,70,-1.794776962649,-0.784023167427203,87.5,0,0,50,75,0,33.3,66.7,11.1,0,41.7,3,5,2,3,5,6,7,6,1,2,5,4,4,1
"1152",2143,75,50,-0.361748729468118,1.07336908035215,87.5,0,40,25,100,0,33.3,0,0,0,25,5,7,5,6,6,7,5,4,3,6,6,7,3,3
"1153",2144,65,70,-0.361748729468118,-0.212913639716653,90.6,10,10,41.7,58.3,0,33.3,0,11.1,11.1,8.3,4,6,6,7,5,6,4,5,4,6,4,7,4,3
"1154",2145,80,60,-1.50644996077777,-1.21106903049005,84.4,0,0,25,100,0,0,0,0,0,25,4,5,4,5,3,6,4,4,2,6,4,5,3,3
"1155",2146,75,80,0.214905274274339,0.929305415704448,96.9,30,80,83.3,83.3,66.7,100,100,22.2,0,33.3,6,5,5,7,5,6,5,3,2,6,5,6,4,3
"1156",2147,90,90,1.35960650558399,-0.212913639716653,96.9,80,100,91.7,100,100,100,100,11.1,55.6,33.3,2,2,6,1,6,6,2,2,1,7,2,7,3,2
"1157",2148,50,40,-0.934099345122943,0.0752136895787599,90.6,50,80,25,100,100,100,100,0,0,41.7,5,3,6,3,3,6,6,3,2,2,5,6,3,3
"1158",2148,50,40,-0.934099345122943,0.0752136895787599,90.6,50,80,25,100,100,100,100,0,0,41.7,5,3,6,2,6,7,2,3,2,2,5,6,3,3
"1159",2149,80,75,0.787255889929164,-0.0688499750689463,96.9,80,90,100,100,100,100,100,11.1,77.8,33.3,7,7,1,7,1,7,5,7,7,7,7,7,4,1
"1160",2150,60,70,-0.934099345122943,1.50556007429527,96.9,40,50,25,100,0,66.7,0,0,0,41.7,1,3,7,3,7,2,1,4,2,7,5,6,5,1
"1161",2150,60,70,-0.934099345122943,1.50556007429527,96.9,40,50,25,100,0,66.7,0,0,0,41.7,1,5,7,3,5,2,6,4,5,5,3,5,5,1
"1162",2150,60,70,-0.934099345122943,1.50556007429527,96.9,40,50,25,100,0,66.7,0,0,0,41.7,1,7,7,1,3,7,6,7,1,7,2,7,5,1
"1163",2151,100,80,0.787255889929164,0.502259552641604,81.2,40,60,25,100,0,100,100,0,0,25,3,2,6,2,6,6,4,4,4,6,4,4,4,1
"1164",2152,70,50,1.35960650558399,0.790386881937017,96.9,90,100,91.7,100,0,100,0,11.1,11.1,33.3,6,5,6,4,3,6,6,4,5,6,4,5,2,3
"1165",2153,60,45,-0.645772343251715,-0.356977304364359,93.8,20,40,25,100,0,100,100,0,22.2,50,4,5,5,2,4,6,4,4,2,5,5,5,3,1
"1166",2154,75,60,-0.645772343251715,-0.212913639716653,50,10,30,25,91.7,0,0,0,0,0,25,1,6,6,6,6,6,6,5,2,5,6,6,4,2
"1167",2154,75,60,-0.645772343251715,-0.212913639716653,50,10,30,25,91.7,0,0,0,0,0,25,1,7,7,6,6,6,1,5,1,5,5,5,4,1
"1168",2154,75,60,-0.645772343251715,-0.212913639716653,50,10,30,25,91.7,0,0,0,0,0,25,2,3,5,5,5,5,5,5,2,5,5,2,4,2
"1169",2155,85,45,0.498928888057936,0.64632321728931,87.5,80,80,75,100,100,100,100,33.3,0,25,5,4,6,5,5,6,4,6,5,6,2,7,4,1
"1170",2156,95,75,1.35960650558399,-0.639959502779497,96.9,90,80,33.3,100,0,66.7,0,11.1,66.7,50,5,5,7,7,7,7,5,6,2,7,5,6,4,2
"1171",2157,60,45,-0.934099345122943,1.78854227271041,75,10,0,25,100,0,33.3,0,0,0,25,2,2,4,6,3,6,2,4,1,5,5,5,2,1
"1172",2158,70,50,0.787255889929164,0.790386881937017,93.8,100,90,33.3,83.3,0,0,0,0,0,16.7,4,4,7,5,2,7,3,5,1,6,6,5,5,1
"1173",2158,70,50,0.787255889929164,0.790386881937017,93.8,100,90,33.3,83.3,0,0,0,0,0,16.7,4,5,5,6,4,7,5,5,3,5,6,5,5,1
"1174",2159,65,50,-1.50644996077777,-1.06700536584234,93.8,0,0,33.3,33.3,0,33.3,0,0,0,25,1,4,7,4,7,6,3,3,1,3,4,3,4,4
"1175",2159,65,50,-1.50644996077777,-1.06700536584234,93.8,0,0,33.3,33.3,0,33.3,0,0,0,25,1,5,6,4,6,6,6,3,1,4,3,5,4,4
"1176",2159,65,50,-1.50644996077777,-1.06700536584234,93.8,0,0,33.3,33.3,0,33.3,0,0,0,25,2,6,6,6,5,7,6,4,1,6,4,4,4,4
"1177",2160,100,65,1.35960650558399,0.358195887993897,100,0,70,25,91.7,66.7,100,100,11.1,44.4,8.3,6,6,4,5,5,6,4,5,6,6,6,6,5,5
"1178",2160,100,65,1.35960650558399,0.358195887993897,100,0,70,25,91.7,66.7,100,100,11.1,44.4,8.3,6,6,5,7,5,6,4,6,6,6,6,6,5,4
"1179",2161,95,60,1.64793350745522,1.93260593735812,93.8,100,90,100,100,100,100,100,22.2,33.3,41.7,7,7,7,5,7,6,2,7,7,7,7,6,4,3
"1180",2163,85,65,0.787255889929164,-0.0688499750689463,81.2,50,80,75,100,100,100,100,0,66.7,58.3,6,7,6,7,5,4,2,5,4,5,5,7,3,1
"1181",2164,55,60,-1.22242634699417,-0.639959502779497,84.4,70,90,100,100,66.7,100,100,55.6,88.9,66.7,2,4,7,4,5,5,2,4,2,6,6,7,3,3
"1182",2165,85,65,0.498928888057936,0.502259552641604,87.5,80,90,100,91.7,100,100,100,0,0,25,4,6,6,4,6,6,4,6,2,6,4,6,4,3
"1183",2166,50,75,1.07558289180039,1.07336908035215,78.1,0,0,25,66.7,0,0,0,0,0,16.7,1,2,5,5,5,5,1,2,1,1,1,1,4,1
"1184",2167,90,65,0.498928888057936,0.790386881937017,65.6,40,70,33.3,100,100,100,100,0,0,41.7,3,6,5,6,4,6,6,6,3,6,6,6,2,2
"1185",2168,85,55,-0.0734217275968895,-0.784023167427203,90.6,50,80,41.7,100,0,0,0,0,0,50,3,7,6,3,4,5,3,5,5,6,4,6,4,1
"1186",2170,70,75,0.214905274274339,-0.49589583813179,46.9,90,80,33.3,91.7,0,66.7,0,11.1,0,25,3,4,6,4,5,6,2,2,2,5,4,6,4,1
"1187",2170,70,75,0.214905274274339,-0.49589583813179,46.9,90,80,33.3,91.7,0,66.7,0,11.1,0,25,4,6,7,5,5,5,4,6,4,6,5,6,3,1
"1188",2171,85,55,-1.50644996077777,-0.212913639716653,87.5,0,0,83.3,83.3,0,66.7,0,0,11.1,25,5,5,6,3,5,6,4,7,4,3,6,7,3,2
