id_code,cohort,start_time,end_time,duration,USborn,18plus,RUniYrs,School year,major,ratereading,ratewriting,ratespeaking,accent,born outside,engfirst,polideo,partypick,agecomeus,ssn,religion,othrel,denom,collcredits,englevel,firstlang,prevexp,expparticip,firstlogin,FathEd,FathOcc,MothEd,Income,class,gender,SelfIncome,marital,comfyspkreadeng,turn18quarter,gpa,mothocc,closerparty,Ethnic,hispdetail,hispother,asiandetail,asianother,ethdenomination,affirmgoodfaith,usemydata,birthdate,plan4yearuni,age,wheremomborn,wheremomraised,wheredadborn,wheredadraised,stateborn,Motheth,mothethexp,fatheth,fathethexp,socpsychclass,missionfoothill,majorconc,highestdegstrin,otherdegree,SES,acknowledge,SDO1,SDO2,SDO3,SDO4,SDO5,SDO6,learnid_1,learnid_2,learnid_3,gms.in_1,gms.in_2,wmnpromote,geninequalex,geninequalprob,geninequalhigh,discrimnoprob,discrimjobs,sexisttv,menwomeneq,womenmenop,opsociety,allgrpadvance,lowtohighstatus,certaingroups,definementor,hopementee,goalsmentor,somementor,benfitmentor,gaystraight,pellgrant,declaremaj,changingmaj,commonmaj,howbalancdist,underforty,averagpersdist,typicalsucdist,typicalunsuc,genderhappens,oppgender,govpolicydont,unfairfavorgen,risefallgender,uniquegender,govpolicybad,SEC532,SEC533,chairparts,spatialrel,diagrams,math1,math2,math3,math4,math5,math6,math7,math8,math9,math10,math11,math14,math15,math16,howmanymath,mathposthigh
76423,Fall17,9/27/2017 17:07,9/27/2017 17:50,43,1,1,3,5,Media Studies,5,5,5,1,N/A,1,2,1,0,1,6,N/A,1,100,5,English,0,N/A,"Yes, this is my first time in the REP",6,Lawyer,5,13,5,1,14,1,1,2,3.85,Accountant,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",3/11/1996,7,21,"Danville, CA, USA","Danville, CA, USA","Detroit, Michigan, USA","Vallejo, CA, USA",CA,1,White,1,White,3,2,10,3,[Decline to Answer],8,1,2,3,1,6,5,5,5,5,5,3,5,4,6,6,6,2,5,2,5,3,5,3,6,6,"A mentor is someone of respected authority, who provides guidance in a particular field (potentially multiple), and is available to assist their mentee when desired. I do not use ""field"" in a strictly professional or scholastic fashion, it is universal.",Expertise in a field that I am personally invested in from someone I trust greatly.,"Currently, I would want a mentor who is professionally invested in a field that interests me in hopes they could guide me to a career.",1,"My father has always been a mentor to me, he has provided me a model which has allowed me to flourish academically as well as personally.",2,2,1,"No, I am set to graduate in the spring and changing majors would delay that drastically.","They are uninterested in the subject matter, they find it to be too difficult, they discovered another discipline they enjoy more, their parents don't approve.",20,1,40,20,40,5,5,3,6,3,5,5,120,32,6,6,6,6,3,6,2,3,6,2,6,5,2,Statistics,"1, 2, 3, 4, 5","Algebra (2012), Geometry (2011), Pre-Calculus/Trigonometry (2013), Calculus (2015), Statistics (2016)",[Decline to Answer],4,3
76426,Fall17,9/27/2017 17:46,9/27/2017 18:10,24,1,1,4,6,Public health,3,3,3,0,n/a,1,3,6,0,1,2,N/A,7,180,5,English,0,n/a,"Yes, this is my first time in the REP",1,Mechanical tester for northrop grumman,3,11,4,2,14,1,1,2,3.3,Senior office assistant,2,4,8,N/A,4,Fillipino,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",9/3/1995,7,22,Philippines,Philippines,Philippines,Philippines,CA,4,Filipino,4,Filipino,1,2,10,5,[Decline to Answer],4,1,1,1,1,6,6,4,3,3,3,2,5,3,6,6,6,1,7,1,1,1,1,1,7,7,Someone to teach and guide you.,A better understanding of my own abilities and goals.,[Decline to Answer],2,[Decline to Answer],2,2,1,"No, I have received a BA in Public health already.",Fear of career opportunities in chosen major; pressure/competition among students; difficulty of classes,0,1,50,35,10,6,6,1,2,6,2,6,95,29,5,5,5,4,4,6,4,5,4,4,4,2,2,Calculus,"1, 2, 3, 4, 5","Geometry 2009, Algebra 2010, Pre-calculus 2011, Statistics 2012, Calculus 2013",[Decline to Answer],4,2
76429,Fall17,9/27/2017 21:45,9/27/2017 22:47,62,1,1,1,3,Psychology for Transfer,5,5,5,1,N/A,1,2,1,0,1,6,Agnostic,1,29,5,English,0,N/A,"Yes, this is my first time in the REP",3,Tanker Driver,4,8,3,2,3,2,1,2,3.7,Office Manager,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/21/1995,6,22,"Sacramento, California, United States","Sacramento, California, United States; Mountain View, California, United States; San Antonio, Texas, United States; Manilla, Phillipines; Greenville, Texas, United States; Dayton, Ohio, United States","Elyria, Ohio, United States","Elyria, Ohio, United States; Murray City, Ohio, United States",TX,1,N/A,1,N/A,6,2,10,3,[Decline to Answer],6,1,2,3,1,6,6,7,5,4,4,2,6,6,6,6,6,2,5,1,3,3,5,5,6,6,"My definition of a mentor is somewhat akin to that of a role model.  They serve as an example, they look out for our best interests and they gently push us towards our own independence so that one day we may serve as a mentor to someone else.",Guidance with important decisions and inspiration to learn new things.,"Self-sufficiency, success in my chosen career, and financial security.",1,"My ""mentor"" has motivated me to make the changes I knew were necessary in my life.  He nudged me in the direction of future success, independence and financial stability while still allowing me to think for myself.",2,1,1,No.  I know psychology is the appropriate field for me.  I am passionate about it.,I believe most people change their major because they were in high school when they decided on it.  I do not believe most students are sure of what major they want to pursue when they graduate high school.,30,1,30,30,15,7,5,2,6,5,5,6,105,36,6,5,7,5,7,6,6,5,7,3,7,3,2,Algebra 2,"1, 2","Algebra in 2012, Geometry in 2011",[Decline to Answer],3,1
76432,Fall17,9/27/2017 18:25,9/27/2017 18:46,21,1,1,3,5,Liberal Arts,4,4,4,0,N/A,1,5,1,0,1,7,Catholic,2,64.5,5,English,0,N/A,"Yes, this is my first time in the REP",3,Manager at a Body Shop,2,8,4,2,14,1,1,2,3,Service Advisor,2,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/21/1996,6,21,"Dos Palos, California, United States of America","Dos Palos, California, United States of America","Alpena, Michigan, United States of America","Alpena, Michigan, United States of America",CA,1,N/A,1,N/A,2,1,10,3,[Decline to Answer],5,1,5,3,3,5,5,5,4,5,5,3,5,5,7,7,7,3,2,2,4,4,5,5,6,3,Some who is there to teach you or advise you,Success,Patience and Success,1,It is someone who is always there for me,2,2,1,No because my major has been my goal since I was little.,Because they are unsure of which way in life they want to go.,40,1,50,50,20,5,6,5,2,6,6,5,160,35,5,5,7,4,5,7,5,5,6,4,4,1,2,Statistics,"1, 2, 5",Statistics 2016,[Decline to Answer],3,3
76435,Fall17,9/27/2017 18:32,9/27/2017 19:04,32,0,1,10,7,Biological Science,2,2,2,0,Vietnam,0,5,5,1,1,2,N/A,2,150,3,Vietnamese,0,N/A,"Yes, this is my first time in the REP",3,cycle count,3,5,4,1,14,1,1,2,3.5,shipping label,3,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1/19/1989,7,28,"Danang, Vietnam","Danang, Vietnam","Danang, Vietnam","Danang, Vietnam","Danang City, Vietnam",4,Vietnamese,4,Vietnamese,2,1,10,5,Finance,1,1,7,5,4,4,7,7,6,6,6,6,6,7,1,1,1,7,3,7,7,7,7,7,7,1,Someone who knows more stuff than me and willing to guide me in a specific subject,knowledge about the subject,friendship,1,[Decline to Answer],2,1,1,No,not fit with their majors,50,1,50,50,50,7,1,7,7,1,3,7,200,33,7,4,7,5,5,5,5,7,6,7,7,6,2,Linear Algebra,"1, 3, 4, 5",Linear Algebra 2016,[Decline to Answer],4,5
76438,Fall17,9/27/2017 18:50,9/27/2017 19:41,51,1,1,Two years,3,Psychology,5,4,5,1,N/A,1,8,5,0,1,2,N/A,2,35 credits,5,English,0,N/A,"Yes, this is my first time in the REP",6,Teacher,6,10,4,2,14,1,1,2,3.4,Elementary school teacher,2,7,8,N/A,6,Indian,Half white half Indian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",8/4/1996,6,21,"British Columbia, Canada","British Columbia, Canada","San Jose, California","San Jose, California",CA,4,Indian,1,"English, Irish, Scottish, Portuguese",2,1,10,3,[Decline to Answer],6,1,5,6,4,6,7,7,6,6,6,1,6,6,4,3,2,6,5,3,5,6,7,7,4,5,"To me, a mentor is someone to look up to and role model.",The most important thing I would hope to get out of a mentoring relationship as a mentee would be to help people as best as I can.,"Some goals I would hope to work towards with my ideal mentor are, advising me in everything and anything that I can learn.",2,[Decline to Answer],2,2,1,"No, I would like to stick with Psychology because it interests me.","The most common reasons why someone would change majors are, not knowing what they want to do as a career, realizing they dont like that particular field or maybe just changed interests.",50,1,60,40,15,6,1,5,4,2,4,5,165,27,5,4,7,1,7,6,4,5,7,5,7,2,1,Statistics,"1, 2, 5","Geometry in 2012, Algebra in 2015, Statistics in 2017",[Decline to Answer],4,3
76441,Fall17,9/27/2017 19:17,9/27/2017 20:47,90,1,1,5,6,Pre-nursing,3,3,2,1,N/A,1,2,1,0,1,6,N/A,1,132.5,5,English,0,N/A,"Yes, this is my first time in the REP",5,Computer Engineer,6,12,5,2,14,1,1,2,3.66,"Lawyer, Nurse Practitioner",4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",4/4/1991,6,26,"Arlington, Massachusetts, USA","Arlington, Massachusetts, USA","Ithaca, New York, USA","Ithaca, New York, USA",NH,1,N/A,1,N/A,3,2,10,3,[Decline to Answer],6,1,1,2,1,6,5,3,3,6,6,2,6,5,7,6,5,1,4,1,3,2,2,1,6,7,Someone who helps guide and support you,Knowing I had someone I could go to for guidance.,"school, career development, time management, health management",2,[Decline to Answer],2,2,1,"No, because I have changed many times in the past and I have finally found something I love","They do not find fulfillment in the study or they do not think that it will be a good career choice for various reasons (i.e. financial, happiness, etc.)",25,1,45,20,20,6,1,4,6,2,5,6,110,30,7,2,7,5,6,7,6,4,6,5,4,3,2,Elementary statistics,"1, 5","Algebra in 2015, Statistics in 2016",[Decline to Answer],4,2
76444,Fall17,9/27/2017 19:33,9/27/2017 19:52,19,1,1,1,3,Early Childhood Education,5,5,5,1,N/A,1,1,1,0,1,6,N/A,1,16.5,5,English,0,N/A,"Yes, this is my first time in the REP",2,Analist at Lam Biosystems,4,3,3,2,1,1,1,2,3188,Analyst at Oracle,4,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",7/14/1998,4,19,"Wisconsin, USA","Wisconsin, USA","California, USA","California, USA",CA,1,N/A,1,N/A,6,1,10,3,[Decline to Answer],4,1,2,2,1,7,7,7,3,3,3,2,4,3,7,7,7,1,7,1,2,1,2,2,6,6,Someone who you look up to to teach you how to be a better person; someone who teaches you a trade,"Learn right from wrong, and how to avoid wrongdoing entirely",A mutual understanding,2,[Decline to Answer],3,2,1,"Yes, because I'm not sure it's right for me right now.",They find something that's a better fit for them,25,1,15,30,25,2,5,4,2,5,2,6,95,26,3,3,5,2,5,5,3,5,6,6,3,2,1,Elementary Algebra,1,"Algebra, 2017",[Decline to Answer],3,1
76447,Fall17,10/6/2017 12:59,10/6/2017 13:48,49,1,1,4,4,communications and Business,3,3,3,1,Colombia,0,1,1,1,1,6,NA,1,NA,5,Spanish,0,NA,"Yes, this is my first time in the REP",1,construction foreman,3,8,3,2,5,2,1,2,2.9,housekeeping,4,3,4,NA,7,NA,NA,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",3/8/1992,6,25,"Cali, Colombia","concord, CA U.S.","Cali, Colombia","concord, CA U.S.",COLOMBIA,3,NA,3,NA,1,2,10,4,[Decline to Answer],4,1,1,1,1,7,7,7,6,6,6,2,6,3,6,6,6,2,6,1,2,2,2,2,6,6,A mentor is someone who guides you or gives you advice.,The most important thing I would hope to get out of a mentor is advice and more knowledge on what I am being mentored in.,I would like to have a mentor to guide me through life after college so I can have better chances of getting a good career.,1,"My sister is my mentor, she has already graduated from a UC and helps me with transfer decisions.",2,1,1,NO,because they realized they are more interested in a different topic,15,1,50,25,5,5,3,1,2,5,4,7,95,27,5,3,1,1,5,6,4,5,6,3,5,1,2,statistics,"1, 2, 5",statistics 2017,[Decline to Answer],3,5
76453,Fall17,9/27/2017 20:05,9/27/2017 21:01,56,1,1,3,5,Psychology,4,3,4,0,N/A,1,2,5,0,1,6,N/A,1,54,5,English,1,Humboldt State University,"Yes, this is my first time in the REP",2,Fisherman,1,1,2,2,14,2,1,2,3,Dog groomer,2,7,8,N/A,7,N/A,Chicanx,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",1/13/1996,7,21,"Los Angeles, CA, USA","Los Angeles, CA, USA","Mexico City, Mexico","Los Angeles, CA, USA",CA,6,White/Mexican,6,Mexican,6,1,10,3,[Decline to Answer],3,1,1,1,1,7,7,7,6,6,6,1,6,3,7,7,7,1,1,1,1,1,1,1,7,7,A person who guides someone using specific tools to reach a goal,The opportunity to make connections in the real world in the field of psychology,Finding an internship,2,[Decline to Answer],3,1,1,No,Finding new passions,5,1,20,30,0,6,4,1,6,5,2,7,55,31,6,6,7,6,7,2,7,2,7,3,7,6,2,Psychological statistics,"1, 2, 5",2016,[Decline to Answer],3,2
76456,Fall17,9/27/2017 20:52,9/27/2017 21:07,15,1,1,1,2,Organizational Leadership,3,3,3,1,NA,1,2,1,0,1,2,I am more spiritual than religious. Attend Unity Church.,5,25,5,[Decline to Answer],1,[Decline to Answer],"Yes, this is my first time in the REP",2,Heavy Equipment Operator,1,8,3,1,11,2,1,2,3.41,Waitress,4,1,8,NA,7,NA,NA,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",4/3/1977,6,40,"Butte, Montana, US","Lynnwood, Washington, US","Edmonds, Washington, US","Edmonds, Washington, US",WA,5,NA,1,NA,1,2,10,2,[Decline to Answer],6,1,1,1,1,7,7,7,5,4,4,2,5,6,7,7,7,1,7,1,1,3,5,5,6,7,role model,support,"successful living, networking, opportunity",2,[Decline to Answer],1,2,1,No. I like the major I have chosen.,not enough experience or knowledge prior to decision.,10,1,40,40,25,5,6,5,5,5,3,5,115,34,3,4,5,3,3,6,5,5,5,4,3,1,2,High School math,2,[Decline to Answer],[Decline to Answer],4,1
76459,Fall17,10/6/2017 14:46,10/6/2017 15:04,18,1,1,4,6,History,5,5,5,1,N/a,1,2,1,0,1,5,N/a,1,190,5,English,0,N/a,"Yes, this is my first time in the REP",1,Salesman in an office. He sales bulk metal sheeting for airplanes.,3,9,3,2,6,2,1,2,3.01,Paralegal,2,7,1,N/a,7,N/a,Half Mexican half white,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",8/20/1993,7,24,"Philadelphia, Pennsylvania, USA","Philadelphia, Pennsylvania, USA","Los Angeles, California, USA","Los Angeles, California, USA",CA,1,Jewish,3,Mexican,2,1,10,5,[Decline to Answer],3,1,1,1,1,7,7,7,6,6,6,5,2,5,7,7,7,1,6,1,2,2,3,3,7,7,A mentor is someone more successful than oneself that has agreed to guide and nurture someone who's goal is the be in that persons place,Guidance,Connection building. Successful planning.,1,They look over my applications and provide advice. They push me forward and motivate me. They connect me to useful resources.,3,2,1,No. I changed my major from biology to history,I believe because they realized they do not fit into that major. I changed because I was not inherently good at math and chemistry and I was naturally talented in history and English.,10,1,50,15,5,6,6,2,6,6,2,7,80,35,7,6,7,1,2,5,6,4,6,6,3,1,2,N/a,"1, 2, 3, 4, 5",Calculus in 2013,N/a,4,4
76462,Fall17,9/27/2017 21:06,9/27/2017 21:25,19,1,1,2,4,Business Administration,4,4,4,0,N/A,1,2,1,0,1,6,N/A,1,107.5,4,English,0,N/A,"Yes, this is my first time in the REP",5,Process engineer,1,3,2,2,3,1,1,2,2.8,Self-employed,4,4,8,N/A,6,Cambodian,Cambodian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",8/27/1995,6,22,Cambodia,Cambodia,Cambodia,Cambodia,CA,4,N/A,4,N/A,2,1,10,4,[Decline to Answer],3,1,2,2,2,6,6,6,2,3,3,3,4,5,6,6,6,2,5,1,2,2,3,5,6,6,"An experienced individual that is able to teach, guide, and advise me.","Advice, connections, and guidance.",Figuring out a plan for my future and working towards landing an internship or job,2,[Decline to Answer],2,1,1,No,Change of interest/current major is not the right one for them,0,1,30,50,0,5,2,3,6,2,6,7,80,31,5,5,5,2,5,6,2,6,6,6,2,1,1,Statistics,5,Statistics in Fall semester 2017,[Decline to Answer],2,1
76465,Fall17,10/3/2017 19:37,10/3/2017 20:02,25,1,0,0,1,TBD,5,5,5,0,N/A,1,4,5,0,1,6,N/A,1,0,5,English,0,N/A,"Yes, this is my first time in the REP",6,Software Engineer,5,11,4,1,14,1,1,0,4,Unemployed,2,4,8,N/A,1,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",2/9/2000,6,17,"Shanghai, Shanghai Municipality, China","Shanghai, Shanghai Municipality, China","Taiyuan, Shanxi Province, China","Taiyuan, Shanxi Province, China",CA,4,Chinese,4,Chinese,2,1,10,1,[Decline to Answer],4,1,4,5,3,2,5,3,6,6,6,5,5,7,2,2,2,5,4,3,7,7,5,7,1,3,Someone who guides me in research.,Applying learned knowledge to the real world,Achieving results within an experiment,1,[Decline to Answer],,2,2,N/A,"Lost of interest, Financial Reasons, Peer Pressure",55,2,70,60,65,5,5,4,4,5,5,3,250,31,7,7,7,6,6,5,3,5,6,3,7,5,1,Intermediate (Multivariable) Calculus,"1, 2, 3, 4, 5",Calculus 2017,[Decline to Answer],4,1
76468,Fall17,9/27/2017 22:32,9/28/2017 0:23,111,1,1,2 years,4,Psychology,5,4,4,0,N/A,0,2,6,0,1,2,N/A,4,104,3,Spanish,0,[Decline to Answer],"Yes, this is my first time in the REP",2,construction worker/ contracter,1,2,1,2,14,1,1,2,2.9,unemployed,3,3,1,n/a,7,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",9/16/1997,4,20,Mexico,Mexico,Mexico,Mexico,CA,3,Mexican,3,Mexican,1,2,10,3,[Decline to Answer],4,1,2,1,1,7,6,7,4,4,6,2,5,2,6,6,4,4,5,1,5,3,1,2,5,6,Mentor is a someone who helps guide an individual through life and assures that they are doing what that individual think its right or the best thing to do.,"Their support and to fulyy understand me my ambitions, percepectives, visions, decisions, honesty and their personal perspective and experiences that i can learn from.",Taking small steps towards a path that will lead me to reach my overall goal.,2,[Decline to Answer],2,1,1,"Yes, because I' am more aware of what my interest are and what I vision my self doing in life .","Most common reason is because individuals think they know what they want to do, but actually have no clue yet. You actually have to do or pick something to know only that you don't wan to do it.",20,1,50,20,15,5,5,2,7,5,3,6,105,33,6,4,5,2,1,5,1,2,5,6,4,1,1,psych 7 Statistics,"1, 2",Algebra 2016 Geometry 2014,[Decline to Answer],2,3
76471,Fall17,9/27/2017 22:36,9/27/2017 23:04,28,0,1,0,2,art,3,3,3,1,Vietnam,0,4,5,1,0,6,N/A,7,0,5,Vietnamese,0,N/A,"Yes, this is my first time in the REP",2,Technician,4,7,2,2,14,1,1,2,3,Teacher (kids age 3-5),3,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",2/20/1999,4,18,"Da Nang, Vietnam","Da Nang, Vietnam","Da Nang, Vietnam","Da Nang, Vietnam","Da Nang, Vietnam",4,Vietnamese,4,Vietnamese,2,1,10,3,[Decline to Answer],5,1,4,4,3,5,5,4,2,2,3,2,4,3,6,4,4,3,5,3,5,4,4,4,5,5,A person who guides someone in a certain field of study,The ability to connect what I've learned to my profession,[Decline to Answer],2,[Decline to Answer],,2,1,"Yes, I don't want to study art anymore.",I think one of the most common reasons why someone would change majors is not enjoying their prior major.,30,1,40,60,20,5,4,4,5,4,4,6,150,32,4,3,6,3,4,5,5,6,5,5,5,3,2,Statistics,"1, 2, 3, 4, 5",Statistics 2017,[Decline to Answer],4,4
76474,Fall17,9/27/2017 23:19,9/27/2017 23:47,28,1,1,0.5,2,Indutrial Engineering,3,3,3,1,N/A,0,5,1,0,1,3,N/A,1,29.5,4,Hindi,1,[Decline to Answer],"Yes, this is my first time in the REP",1,City Bus Company Lead Supervisor,4,11,4,1,11,3,1,2,3.11,Registered Nurse,4,8,8,Pacific Islander and Asian Indian,6,Asian Indian,Asian Indian and Fijian Indian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/13/1986,5,30,"Masi Masi, Fiji Islands","Masi Masi, Fiji Islands","Sabeto, FIji Islands","Sabeto, Fiji Islands",CA,6,Pacific Islander and Asian-Indian,6,Pacific Islander and Asian-Indian,2,1,4,3,[Decline to Answer],5,1,1,1,1,6,7,7,5,5,5,4,6,3,6,7,5,2,6,1,2,2,6,5,6,5,"Someone that is relatable, successful, willing to teach",Trust,Job advancement,1,They've taught to me to be confident in myself. Switching to a better job.,2,2,2,I currently do not possess a degree,"Lack of Interest, Less job oppurtunity when done, Level of Difficulty",20,1,25,30,15,5,5,6,7,4,5,6,90,38,6,5,6,7,7,6,2,5,6,6,5,7,2,Math 150 Calculus with Analytic Geometry I,"1, 2, 3, 4",Calculus in 2011,[Decline to Answer],5,1
76477,Fall17,9/27/2017 23:27,9/27/2017 23:50,23,1,1,2,5,Psychology/Behavioral Science,5,4,5,1,N/A,1,2,1,0,1,6,N/A,1,59 semester units,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",4,Technical Support Engineer,3,11,4,2,14,2,1,2,3.4,Part-time Fitness Instructor and Part-Time Courtesy Clerk,4,7,8,N/A,1,My maternal grandmother is Chinese. My maternal grandfather was adopted during WWII and has no records on his ethnicity.,Asian and Caucasian,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/14/1996,6,21,"Langzhou, Gansu Province, PRC","Shanghai and Langzhou, PRC","San Jose, CA, USA","San Jose, CA, USA",CA,4,Chinese,1,N/A,3,2,10,3,[Decline to Answer],3,1,2,2,2,5,6,6,4,4,4,4,4,5,7,7,6,1,6,1,3,3,3,3,6,7,A mentor to me is someone that is willing to help you on a range of various hurdles and provides insight with life experience. They are there for you when you need them and are not afraid to admit to not knowing all the answers.,Friendship,Insightfulness,2,[Decline to Answer],2,2,1,No,They are not studying what they are passionate about.,35,1,50,45,0,5,5,3,4,5,4,7,130,33,5,6,7,4,4,5,5,4,5,5,5,2,2,Statistics,"1, 2, 4, 5","Algebra in 2013, Geometry in 2011, Calculus in 2014, Statistics in 2016",[Decline to Answer],3,2
76480,Fall17,9/28/2017 16:26,9/28/2017 17:50,84,1,0,0,1,psychology,4,3,4,0,N/A,1,2,1,0,1,5,N/A,1,0,5,[Decline to Answer],0,N/A,"Yes, this is my first time in the REP",6,Programmer,6,11,5,1,14,1,1,0,3.7,Psychologist,2,1,8,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",6/1/2000,6,17,LA,LA,New York,United States,CA,1,N/A,1,N/A,2,2,10,1,[Decline to Answer],7,1,2,3,2,6,6,6,5,5,5,2,5,5,6,6,5,3,5,2,5,5,6,5,6,3,someone who teaches you something specifically,an in depth understanding of a certain subject,a better understanding,2,[Decline to Answer],2,2,2,"No, I'm only 17",they find out they don't like it,40,2,45,50,40,3,2,2,4,4,6,5,175,26,6,6,5,5,5,5,3,6,6,6,5,3,2,geometry,"1, 2",[Decline to Answer],[Decline to Answer],2,5
76483,Fall17,10/6/2017 15:29,10/6/2017 15:50,21,1,1,2,3,Business,3,3,3,1,N/A,0,2,1,0,1,2,N/A,2,40,5,Spanish,0,[Decline to Answer],"Yes, this is my first time in the REP",1,Construction Worker,5,7,3,1,14,1,1,2,3.1,Restaurant Owner,2,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",10/2/1994,6,23,"Canatlan, Durango, Mexico","Canatlan, Durango, Mexico","Nueva Italia, Michoacan, Mexico","Nueva Italia, Michoacan, Mexico",CA,3,Hispanic,3,Hispanic,2,1,10,3,[Decline to Answer],3,1,1,1,1,7,7,7,5,5,5,2,5,5,7,7,7,1,7,1,2,2,3,3,6,6,Someone who guides you to achieve your goals.,Learning how to become better at whatever it is I want to do.,Focus on achieving my career goals.,2,[Decline to Answer],1,1,1,"Yes, undecided.",They find something the are more passionate about,0,1,50,0,0,6,6,2,5,6,6,7,50,38,6,4,6,6,6,5,6,6,7,6,6,4,2,Elementary Statistics,"1, 2, 3, 5",Statistics in 2014,[Decline to Answer],4,2
76486,Fall17,9/28/2017 2:00,9/28/2017 2:33,33,0,1,2,3,hospitality management,1,1,1,0,Vietnam,0,2,3,1,1,2,N/A,2,23,3,vietnamese,0,N/A,"Yes, this is my first time in the REP",1,Car washer,1,6,2,2,2,1,0,2,2.609,Assembly worker,2,4,8,N/A,5,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",8/8/1995,6,22,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,4,Vietnamese,4,Vietnamese,2,1,10,3,I didn't answered other,3,1,2,3,2,5,4,3,1,1,1,2,5,5,6,6,6,2,3,3,2,6,5,6,5,4,people who gives advise to others,involve too much in the personal life,talk to each other like we're friend,1,Become an effective people.,2,1,1,"No, because I love what I'm choosing right now.",They didn't know what they want,45,1,50,100,15,3,2,5,4,2,5,2,210,23,6,6,6,6,3,6,6,6,6,2,2,6,2,pre-caculus,"1, 2, 3, 4","algebra in 2011,geometry 2012, pre-calculus in 2013, calculus in 2014",i didn't check other,4,5
76489,Fall17,10/6/2017 14:05,10/6/2017 15:02,57,1,1,5,6,Criminal Justice Administration,5,4,4,0,N/A,0,3,5,0,1,6,N/A,2,180,5,Spanish,1,"California State University, East Bay","Yes, this is my first time in the REP",7,I don't know,1,3,1,2,3,1,1,2,2.8,Unemployed,2,3,1,N/A,7,N/A,N/A,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",10/16/1994,7,22,Mexico,Mexico,Mexico,Mexico,CA,3,Mexican,3,Mexican,2,2,10,3,[Decline to Answer],5,1,3,3,4,5,5,5,6,6,6,1,6,5,5,5,5,2,5,6,3,6,6,6,2,4,"counselor, guide, adviser",to provide knowledge,to have a successful career,1,Employment opportunities and working towards my career,2,1,1,No,Figuring out their career goal,35,1,45,50,35,2,2,5,4,2,7,2,165,24,7,2,3,5,5,6,3,6,6,6,2,2,2,statistics,5,2013,[Decline to Answer],4,3
76492,Fall17,9/28/2017 2:58,9/28/2017 3:35,37,1,1,1,3,Civil Engineering,5,5,5,1,N/A,1,6,2,0,1,2,n/a,7,46,5,English,0,N/A,"Yes, this is my first time in the REP",5,Artist,3,9,5,2,14,1,1,2,3.591,Aid for Special Needs,4,1,8,n/a,7,n/a,n/a,"Yes, I have read and agreed with this statement.","Yes, I have read and agreed with this statement.",11/19/1997,7,19,"Roseburg, Oregon, USA","Eugene, Oregon, USA","Pittsburg, Pennsylvania, USA","Fountain Valley, CA, USA",CA,1,N/A`,1,N/A,2,2,4,3,[Decline to Answer],7,1,1,1,1,6,6,5,5,5,6,2,5,6,6,6,5,2,5,1,3,4,5,5,6,4,A mentor is someone who guides you in life.,"I'd hope to be guided in the right direction from experience, and encouraged along the way.",I would hope to work towards a better understanding of life.,1,I've received spiritual guidance. I also worked towards spiritual goals with them.,2,2,1,"Yes, I am changing within Engineering to better suit my interests.",Better understanding of what they want to pursue,35,1,40,35,30,5,5,2,4,3,3,6,140,28,7,6,7,7,6,6,4,5,6,6,5,5,2,Linear Analysis,"1, 2, 3, 4, 5, 6","Algebra in 2012, Geometry in 2010, Pre-Calculus/Triginometry in 2013, Calculus in 2016, Statistics in 2017",Linear Analysis in 2017,5,4
