repID,user,date_joined,last_login
73270,1120,3/9/2017 0:27,3/9/2017 0:31
73276,1072,3/1/2017 3:43,3/3/2017 5:42
73279,946,2/4/2017 18:10,2/4/2017 18:10
73288,959,2/6/2017 16:09,2/6/2017 16:11
73291,1022,2/17/2017 19:19,4/19/2017 0:15
73300,875,1/20/2017 18:04,1/20/2017 18:04
73303,960,2/7/2017 0:46,2/7/2017 0:46
73306,1173,3/16/2017 16:52,3/16/2017 16:52
73312,1191,3/17/2017 5:40,3/17/2017 5:40
73318,876,1/20/2017 18:56,1/20/2017 18:56
73321,912,1/27/2017 23:58,1/28/2017 0:02
73327,1194,3/17/2017 5:57,3/17/2017 5:57
73330,1121,3/9/2017 0:48,3/9/2017 0:48
73333,1024,2/17/2017 22:15,2/17/2017 22:15
73336,1035,2/19/2017 18:31,2/19/2017 18:31
73339,911,1/27/2017 20:36,1/27/2017 20:36
73342,1202,3/17/2017 17:55,3/17/2017 17:55
73351,878,1/20/2017 21:33,1/20/2017 21:33
73357,1023,2/17/2017 21:36,2/17/2017 21:36
73360,1129,3/10/2017 16:58,3/10/2017 16:58
73363,1004,2/15/2017 5:25,2/15/2017 5:25
73369,1045,2/26/2017 3:08,2/26/2017 3:08
73372,1204,3/17/2017 18:35,3/17/2017 18:35
73378,879,1/20/2017 23:29,1/20/2017 23:29
73381,1199,3/17/2017 8:23,3/17/2017 20:20
73384,1182,3/16/2017 21:20,3/16/2017 22:29
73387,1183,3/16/2017 22:56,3/16/2017 22:56
73390,897,1/24/2017 3:10,1/24/2017 3:10
73396,892,1/23/2017 8:16,1/23/2017 8:16
73405,1154,3/14/2017 19:13,3/14/2017 19:13
73411,998,2/14/2017 22:34,2/14/2017 22:34
73417,2231,3/16/2018 3:40,3/16/2018 3:40
73420,1108,3/7/2017 1:03,3/7/2017 1:03
73423,1047,2/27/2017 0:14,2/27/2017 0:14
73426,1112,3/7/2017 16:51,3/7/2017 16:51
73429,1206,3/17/2017 20:37,3/17/2017 20:37
73432,884,1/21/2017 5:09,1/21/2017 5:09
73435,1162,3/16/2017 2:14,3/16/2017 2:14
73444,1192,3/17/2017 5:47,3/17/2017 7:02
73450,988,2/10/2017 21:27,2/10/2017 21:27
73465,1151,3/14/2017 12:24,3/14/2017 12:24
73468,949,2/4/2017 22:04,2/4/2017 22:04
73471,1066,2/28/2017 17:53,3/3/2017 1:00
73474,930,1/31/2017 23:06,1/31/2017 23:06
73477,927,1/31/2017 17:12,1/31/2017 17:29
73480,915,1/30/2017 16:46,1/30/2017 16:46
73483,938,2/2/2017 17:36,2/2/2017 17:36
73486,945,2/4/2017 6:52,3/28/2017 1:44
73489,937,2/2/2017 17:15,2/2/2017 17:15
73492,948,2/4/2017 21:38,2/4/2017 21:38
73495,942,2/3/2017 17:55,2/16/2017 22:40
73498,920,1/31/2017 1:28,2/24/2017 6:15
73501,1101,3/5/2017 4:59,3/5/2017 4:59
73504,923,1/31/2017 3:40,2/24/2017 17:45
73507,925,1/31/2017 4:21,1/31/2017 4:21
73510,928,1/31/2017 18:01,1/31/2017 18:01
73519,952,2/5/2017 23:03,3/27/2017 23:54
73522,919,1/31/2017 1:17,1/31/2017 1:17
73525,1083,3/2/2017 5:58,3/2/2017 5:58
73528,1073,3/1/2017 4:25,3/1/2017 4:25
73531,922,1/31/2017 2:55,1/31/2017 2:55
73534,936,2/2/2017 3:30,4/24/2017 17:46
73540,1036,2/20/2017 3:59,3/13/2017 5:52
73543,1005,2/15/2017 6:44,2/15/2017 6:44
73546,926,1/31/2017 6:59,1/31/2017 16:58
73549,2109,2/24/2018 7:01,2/24/2018 7:01
73552,963,2/7/2017 3:34,2/7/2017 3:34
73555,1195,3/17/2017 7:02,3/17/2017 7:02
73558,994,2/14/2017 3:23,2/14/2017 3:23
73561,940,2/2/2017 21:14,2/4/2017 5:06
73564,1028,2/18/2017 21:41,3/4/2017 5:57
73570,1089,3/3/2017 4:51,3/3/2017 4:51
73573,929,1/31/2017 18:50,1/31/2017 18:50
73576,971,2/9/2017 3:22,2/9/2017 3:22
73579,934,2/1/2017 19:41,3/29/2017 18:58
73582,932,2/1/2017 2:24,2/1/2017 2:24
73591,1138,3/12/2017 18:04,3/12/2017 18:04
73594,931,2/1/2017 1:03,2/1/2017 1:03
73600,933,2/1/2017 5:51,2/1/2017 5:51
73606,1088,3/2/2017 22:58,3/12/2017 23:23
73609,1034,2/19/2017 18:16,2/19/2017 18:16
73612,1133,3/12/2017 1:05,3/12/2017 1:05
73618,1071,3/1/2017 3:15,3/1/2017 3:15
73621,975,2/9/2017 8:01,3/14/2017 1:03
73630,1067,2/28/2017 18:20,3/3/2017 2:02
73633,1054,2/27/2017 23:32,2/28/2017 6:31
73636,1132,3/11/2017 5:59,3/11/2017 5:59
73639,987,2/10/2017 5:44,2/11/2017 8:32
73642,965,2/7/2017 9:42,2/16/2017 22:22
73645,1095,3/3/2017 18:37,3/13/2017 22:42
73648,1018,2/17/2017 2:56,2/17/2017 2:56
73651,962,2/7/2017 2:29,2/7/2017 2:29
73654,958,2/6/2017 8:33,2/6/2017 8:33
73657,969,2/8/2017 23:45,2/8/2017 23:45
73663,967,2/8/2017 16:57,2/8/2017 16:57
73666,980,2/9/2017 19:22,3/14/2017 22:33
73669,1113,3/7/2017 17:52,3/7/2017 17:52
73672,1661,9/29/2017 17:48,9/29/2017 17:48
73678,1050,2/27/2017 20:29,2/27/2017 20:29
73681,943,2/3/2017 21:22,2/3/2017 21:22
73684,999,2/14/2017 23:03,2/14/2017 23:03
73687,1090,3/3/2017 5:06,3/3/2017 5:06
73693,955,2/6/2017 3:14,2/6/2017 3:14
73696,1127,3/10/2017 7:01,3/10/2017 7:01
73699,1176,3/16/2017 18:11,3/16/2017 18:11
73702,1117,3/8/2017 5:03,3/8/2017 5:03
73705,1000,2/15/2017 0:45,2/15/2017 0:45
73711,1135,3/12/2017 4:18,3/12/2017 4:18
73714,1084,3/2/2017 6:16,3/2/2017 6:16
73723,991,2/13/2017 1:28,2/13/2017 1:28
73729,989,2/11/2017 20:46,2/11/2017 20:46
73732,1092,3/3/2017 7:26,3/7/2017 8:51
73735,972,2/9/2017 4:25,2/9/2017 17:48
73741,1029,2/18/2017 22:03,3/8/2017 15:53
73744,950,2/4/2017 23:56,2/4/2017 23:56
73753,990,2/12/2017 0:33,2/12/2017 0:33
73756,1153,3/14/2017 18:43,3/15/2017 0:09
73762,993,2/14/2017 3:14,2/14/2017 3:17
73768,1032,2/19/2017 4:58,2/19/2017 4:58
73771,956,2/6/2017 4:49,2/17/2017 18:19
73774,1006,2/15/2017 20:50,2/17/2017 15:07
73777,957,2/6/2017 6:01,2/6/2017 6:01
73780,1148,3/14/2017 4:35,3/14/2017 4:35
73783,1171,3/16/2017 16:18,3/16/2017 16:18
73798,964,2/7/2017 8:24,2/7/2017 8:24
73801,1150,3/14/2017 6:32,3/14/2017 6:32
73804,1103,3/6/2017 5:50,3/6/2017 5:50
73807,1184,3/17/2017 0:18,3/17/2017 0:18
73810,976,2/9/2017 10:07,2/10/2017 1:46
73816,1025,2/17/2017 23:12,2/17/2017 23:12
73819,1097,3/3/2017 21:22,3/3/2017 21:22
73822,981,2/9/2017 22:01,2/17/2017 2:16
73825,1081,3/2/2017 0:20,3/2/2017 0:24
73828,1485,7/7/2017 3:46,7/7/2017 3:46
73831,1100,3/5/2017 0:34,3/12/2017 16:38
73840,1366,6/13/2017 19:06,6/13/2017 19:06
73846,986,2/10/2017 4:48,2/10/2017 5:32
73849,1109,3/7/2017 2:20,3/7/2017 2:20
73852,974,2/9/2017 7:28,2/21/2017 9:22
73861,1125,3/10/2017 3:38,3/10/2017 3:38
73864,1038,2/22/2017 2:19,2/22/2017 2:19
73867,1158,3/15/2017 3:57,3/15/2017 3:57
73873,1136,3/12/2017 7:43,3/14/2017 13:03
73876,973,2/9/2017 7:02,2/9/2017 7:02
73882,1091,3/3/2017 6:06,3/12/2017 7:18
73885,977,2/9/2017 17:04,2/9/2017 17:04
73891,1040,2/22/2017 5:46,2/22/2017 5:46
73897,1187,3/17/2017 4:28,3/17/2017 4:28
73900,1177,3/16/2017 18:47,3/16/2017 18:47
73903,1042,2/23/2017 4:25,2/23/2017 4:25
73906,1002,2/15/2017 3:36,2/15/2017 3:36
73909,1070,3/1/2017 2:49,3/1/2017 2:49
73912,996,2/14/2017 19:42,2/14/2017 19:42
73918,1010,2/16/2017 4:24,2/20/2017 4:28
73921,1064,2/28/2017 17:36,3/5/2017 18:11
73924,1019,2/17/2017 4:16,2/17/2017 4:16
73927,1033,2/19/2017 6:52,2/19/2017 6:52
73930,1048,2/27/2017 18:05,2/27/2017 18:05
73933,1142,3/13/2017 19:25,3/13/2017 19:25
73939,1130,3/10/2017 20:59,3/10/2017 20:59
73942,1165,3/16/2017 5:22,3/16/2017 5:22
73948,1131,3/11/2017 1:19,3/11/2017 1:19
73951,1170,3/16/2017 14:56,3/16/2017 14:56
73960,1012,2/16/2017 12:17,2/16/2017 12:17
73963,1533,7/12/2017 5:37,7/12/2017 5:51
73975,1161,3/16/2017 0:02,3/16/2017 0:02
73981,1172,3/16/2017 16:30,3/16/2017 16:30
73984,1164,3/16/2017 4:45,3/17/2017 19:15
73990,1190,3/17/2017 4:37,3/17/2017 4:50
73996,1060,2/28/2017 4:51,3/4/2017 16:05
74008,1139,3/12/2017 20:37,3/12/2017 20:37
74011,1059,2/28/2017 4:30,3/12/2017 22:09
74014,1026,2/18/2017 20:53,2/19/2017 8:12
74020,1044,2/25/2017 3:27,2/25/2017 8:22
74029,1159,3/15/2017 18:18,3/15/2017 18:18
74032,1001,2/15/2017 1:56,3/12/2017 23:31
74044,1137,3/12/2017 15:02,3/12/2017 15:02
74056,1046,2/27/2017 0:06,2/27/2017 0:06
74059,1201,3/17/2017 17:04,3/17/2017 17:04
74062,1061,2/28/2017 5:32,3/10/2017 10:09
74065,1145,3/14/2017 1:52,3/14/2017 1:52
74071,1075,3/1/2017 8:03,3/1/2017 8:03
74074,1065,2/28/2017 17:51,3/14/2017 16:27
74077,1077,3/1/2017 18:09,3/1/2017 18:09
74083,1174,3/16/2017 18:05,3/17/2017 1:23
74086,1102,3/5/2017 7:06,3/5/2017 7:06
74092,1085,3/2/2017 7:58,3/2/2017 7:58
74095,1124,3/10/2017 3:01,3/10/2017 3:01
74101,1160,3/15/2017 18:39,3/15/2017 18:39
74107,1106,3/6/2017 20:52,3/6/2017 20:52
74119,1110,3/7/2017 3:54,3/7/2017 4:02
74125,1186,3/17/2017 3:49,3/17/2017 3:49
74140,1168,3/16/2017 7:28,3/16/2017 7:28
74143,1178,3/16/2017 18:48,3/16/2017 18:48
74146,1179,3/16/2017 20:36,3/17/2017 3:38
74149,1181,3/16/2017 21:17,3/17/2017 7:58
74152,1198,3/17/2017 8:07,3/17/2017 8:07
74161,1703,10/6/2017 9:32,10/6/2017 14:01
74173,1842,11/9/2017 22:11,11/9/2017 22:11
74176,1229,4/17/2017 1:10,4/17/2017 1:10
74203,1220,4/15/2017 1:00,4/15/2017 1:00
74209,1221,4/15/2017 2:10,5/3/2017 18:18
74212,1228,4/16/2017 21:43,4/16/2017 21:43
74218,1227,4/16/2017 2:09,4/16/2017 2:09
74224,1387,6/16/2017 14:13,6/16/2017 20:31
74230,1211,4/12/2017 22:54,4/12/2017 22:54
74239,1308,5/27/2017 6:48,5/27/2017 6:48
74242,1218,4/14/2017 5:53,4/28/2017 5:33
74245,1332,6/5/2017 22:26,6/5/2017 22:26
74254,1357,6/12/2017 2:42,6/12/2017 2:42
74257,1214,4/13/2017 16:45,4/13/2017 16:45
74263,1224,4/15/2017 21:37,4/15/2017 21:37
74269,1215,4/14/2017 0:06,4/14/2017 0:06
74272,1327,6/5/2017 7:28,6/5/2017 7:28
74278,1274,5/6/2017 15:29,5/6/2017 16:08
74281,1212,4/13/2017 3:17,4/13/2017 3:17
74284,1209,4/12/2017 21:01,4/12/2017 23:11
74287,1336,6/7/2017 0:00,6/7/2017 0:00
74296,1302,5/26/2017 0:07,5/26/2017 0:07
74302,1231,4/17/2017 5:44,4/17/2017 5:44
74305,1210,4/12/2017 21:53,4/12/2017 21:53
74323,1388,6/16/2017 15:58,6/16/2017 15:58
74326,1283,5/10/2017 2:29,6/1/2017 17:21
74332,2379,5/14/2018 18:58,5/14/2018 19:03
74335,1273,5/5/2017 18:32,5/5/2017 18:32
74338,1341,6/8/2017 5:04,1/16/2018 6:08
74341,1307,5/27/2017 4:31,5/27/2017 4:31
74344,1257,4/28/2017 4:25,4/28/2017 4:25
74350,1243,4/20/2017 16:38,4/20/2017 16:38
74353,1260,4/29/2017 16:51,7/7/2017 6:38
74356,1223,4/15/2017 4:15,4/15/2017 4:15
74362,1333,6/5/2017 23:37,6/5/2017 23:37
74365,1295,5/23/2017 4:39,5/23/2017 4:39
74368,1382,6/16/2017 0:29,6/16/2017 0:29
74371,1317,5/31/2017 6:04,6/2/2017 4:03
74383,1379,6/15/2017 21:20,6/15/2017 22:21
74389,1360,6/12/2017 6:11,6/12/2017 6:13
74392,1289,5/15/2017 22:40,5/15/2017 22:40
74395,1246,4/21/2017 0:44,4/27/2017 23:49
74401,1216,4/14/2017 1:12,4/14/2017 2:42
74404,1233,4/17/2017 21:45,4/17/2017 21:45
74407,1217,4/14/2017 3:10,4/14/2017 3:10
74410,1241,4/19/2017 3:12,4/19/2017 3:12
74416,1284,5/10/2017 16:41,5/19/2017 0:41
74428,1237,4/18/2017 17:14,4/18/2017 17:14
74431,1352,6/11/2017 0:43,6/11/2017 5:51
74434,1264,5/1/2017 6:09,5/1/2017 6:09
74440,1249,4/22/2017 4:15,6/15/2017 22:43
74443,1340,6/8/2017 4:59,6/8/2017 5:00
74446,1235,4/18/2017 0:14,4/18/2017 0:14
74449,1239,4/18/2017 22:33,5/2/2017 21:58
74452,1225,4/15/2017 23:10,4/15/2017 23:10
74461,1226,4/16/2017 1:08,4/17/2017 6:15
74464,1245,4/20/2017 22:52,4/20/2017 22:52
74473,1276,5/7/2017 1:37,5/7/2017 1:37
74476,1261,4/29/2017 19:06,4/29/2017 19:06
74479,1230,4/17/2017 4:29,4/17/2017 4:29
74485,1354,6/11/2017 20:23,6/11/2017 20:23
74503,1248,4/22/2017 1:38,4/22/2017 4:34
74506,1232,4/17/2017 19:43,4/17/2017 19:43
74509,1371,6/14/2017 7:56,6/16/2017 8:14
74515,1234,4/17/2017 23:53,4/19/2017 22:26
74518,1255,4/26/2017 3:50,4/26/2017 3:50
74521,1258,4/28/2017 7:03,5/26/2017 19:43
74530,1240,4/19/2017 1:48,4/19/2017 1:48
74533,1281,5/9/2017 22:08,5/9/2017 22:08
74536,1349,6/10/2017 21:02,6/10/2017 23:54
74539,1265,5/1/2017 15:38,5/1/2017 15:38
74545,1383,6/16/2017 6:05,6/16/2017 6:05
74548,1236,4/18/2017 8:41,4/18/2017 8:41
74554,1377,6/15/2017 2:40,6/15/2017 2:40
74557,1287,5/11/2017 11:30,5/11/2017 11:30
74560,1313,5/30/2017 16:07,5/30/2017 16:07
74563,1335,6/6/2017 23:51,6/11/2017 18:52
74566,1238,4/18/2017 21:43,4/18/2017 21:43
74569,1367,6/13/2017 19:24,6/13/2017 19:24
74572,1296,5/23/2017 16:16,5/23/2017 16:51
74584,1291,5/19/2017 8:25,5/20/2017 4:49
74587,1355,6/11/2017 23:42,6/11/2017 23:42
74593,1268,5/2/2017 2:13,5/17/2017 15:44
74599,1244,4/20/2017 17:03,4/20/2017 17:03
74602,1325,6/5/2017 1:18,6/5/2017 1:18
74605,1293,5/22/2017 22:15,5/22/2017 22:15
74608,1310,5/29/2017 18:46,5/29/2017 18:46
74614,2105,2/23/2018 8:29,2/23/2018 8:29
74617,1262,4/30/2017 4:42,4/30/2017 4:42
74620,1259,4/28/2017 21:37,4/28/2017 21:37
74626,1391,6/16/2017 19:49,6/16/2017 19:49
74632,2150,3/6/2018 20:44,3/6/2018 20:44
74635,1242,4/20/2017 0:14,4/20/2017 0:14
74638,1280,5/9/2017 5:43,5/9/2017 5:43
74650,1282,5/9/2017 22:44,5/11/2017 4:12
74653,1301,5/25/2017 21:39,5/25/2017 21:39
74656,1384,6/16/2017 6:27,6/16/2017 8:19
74659,1286,5/11/2017 4:15,5/11/2017 4:15
74662,1326,6/5/2017 7:20,6/9/2017 5:36
74671,1331,6/5/2017 19:50,6/5/2017 19:50
74677,1298,5/24/2017 19:46,5/24/2017 19:46
74680,1368,6/14/2017 0:51,6/14/2017 0:52
74683,1319,5/31/2017 22:05,6/8/2017 17:33
74692,1351,6/10/2017 22:51,6/10/2017 22:51
74695,1375,6/15/2017 2:20,6/15/2017 2:44
74698,1275,5/6/2017 22:36,5/6/2017 22:36
74701,1395,6/16/2017 20:55,6/16/2017 20:55
74704,1263,4/30/2017 20:14,4/30/2017 21:30
74710,1278,5/7/2017 21:37,5/7/2017 21:37
74713,1254,4/25/2017 20:00,4/25/2017 20:00
74719,1279,5/9/2017 0:56,5/9/2017 0:56
74725,1272,5/5/2017 2:29,5/12/2017 22:05
74728,1394,6/16/2017 20:39,6/16/2017 20:39
74743,1251,4/24/2017 8:10,4/24/2017 8:10
74746,2309,4/20/2018 14:46,6/1/2018 17:13
74755,1343,6/9/2017 9:12,6/9/2017 9:12
74758,1252,4/24/2017 16:14,4/24/2017 16:34
74767,1250,4/22/2017 17:06,4/23/2017 0:57
74770,1270,5/3/2017 5:05,5/3/2017 17:48
74773,1363,6/12/2017 22:56,6/12/2017 22:56
74785,1385,6/16/2017 7:47,6/16/2017 7:47
74794,1865,11/16/2017 1:59,11/22/2017 4:43
74803,1324,6/4/2017 20:29,6/4/2017 20:29
74806,1390,6/16/2017 19:43,6/16/2017 20:30
74809,1358,6/12/2017 4:46,6/12/2017 4:46
74812,1337,6/7/2017 5:05,6/12/2017 3:44
74818,1380,6/15/2017 22:43,6/16/2017 7:34
74824,1373,6/14/2017 22:53,6/16/2017 18:24
74833,1256,4/26/2017 7:11,4/26/2017 7:11
74836,1292,5/21/2017 4:38,5/21/2017 4:38
74839,1305,5/26/2017 5:33,5/26/2017 5:33
74842,2453,6/10/2018 6:56,6/10/2018 6:56
74851,1356,6/12/2017 1:18,6/12/2017 1:18
74854,1389,6/16/2017 18:49,6/16/2017 18:49
74863,1271,5/3/2017 17:42,5/3/2017 17:42
74866,2261,3/16/2018 21:36,3/16/2018 21:36
74872,1378,6/15/2017 20:58,6/15/2017 20:58
74893,1288,5/11/2017 21:19,5/11/2017 21:19
74896,1364,6/13/2017 17:44,6/13/2017 17:44
74899,1306,5/26/2017 19:44,5/26/2017 19:44
74902,1369,6/14/2017 1:20,6/14/2017 1:20
74920,2297,4/18/2018 1:08,4/19/2018 18:15
74926,1299,5/24/2017 22:49,5/24/2017 22:49
74932,1304,5/26/2017 3:32,5/26/2017 7:32
74935,1318,5/31/2017 11:56,5/31/2017 11:56
74938,1311,5/30/2017 7:14,5/30/2017 7:14
74941,1393,6/16/2017 20:35,6/16/2017 20:35
74944,1361,6/12/2017 18:47,6/12/2017 18:47
74947,1322,6/2/2017 5:52,6/2/2017 5:52
74953,1316,5/31/2017 1:59,6/5/2017 15:32
74956,1346,6/10/2017 4:27,6/10/2017 4:27
74959,1342,6/8/2017 19:07,6/8/2017 19:07
74962,1338,6/7/2017 23:29,6/7/2017 23:29
74974,1314,5/30/2017 23:20,5/30/2017 23:20
74977,1323,6/3/2017 7:31,6/3/2017 7:31
74983,1344,6/9/2017 17:23,6/12/2017 18:47
74989,1376,6/15/2017 2:24,6/15/2017 2:24
74992,1345,6/10/2017 1:30,6/10/2017 1:30
74998,1392,6/16/2017 20:23,6/16/2017 20:23
75010,1353,6/11/2017 4:41,6/11/2017 4:41
75013,1339,6/8/2017 1:11,6/16/2017 1:30
75016,1312,5/30/2017 7:24,5/30/2017 7:24
75019,1386,6/16/2017 11:23,6/16/2017 11:23
75025,1321,6/1/2017 21:22,6/1/2017 21:22
75028,1348,6/10/2017 20:40,6/10/2017 20:40
75031,1329,6/5/2017 8:41,6/5/2017 8:41
75034,1328,6/5/2017 8:17,6/6/2017 4:16
75037,1350,6/10/2017 21:33,6/10/2017 21:33
75040,1347,6/10/2017 15:13,6/10/2017 15:13
75070,1374,6/15/2017 1:09,6/15/2017 1:09
75079,1416,6/27/2017 22:55,6/27/2017 22:55
75094,1456,7/3/2017 23:20,7/3/2017 23:20
75100,1431,6/30/2017 5:21,6/30/2017 5:21
75103,1539,7/13/2017 6:08,7/13/2017 13:15
75106,1645,9/27/2017 6:29,9/27/2017 6:29
75109,1476,7/6/2017 15:24,7/6/2017 15:24
75112,1461,7/4/2017 15:14,7/4/2017 15:14
75115,1492,7/8/2017 5:41,7/8/2017 5:41
75118,1406,6/26/2017 22:56,7/7/2017 7:55
75121,1401,6/26/2017 21:22,6/26/2017 21:22
75127,1405,6/26/2017 22:48,6/26/2017 22:48
75130,1427,6/29/2017 23:38,6/30/2017 0:28
75133,1407,6/26/2017 22:57,7/11/2017 7:17
75136,1566,7/18/2017 0:32,7/18/2017 0:32
75139,1475,7/6/2017 5:44,7/6/2017 5:44
75145,1437,7/1/2017 19:06,7/1/2017 19:18
75148,1396,6/26/2017 18:26,6/26/2017 18:26
75151,1530,7/12/2017 3:56,7/12/2017 3:56
75154,1506,7/9/2017 22:32,7/9/2017 22:32
75157,1411,6/27/2017 1:41,6/27/2017 1:57
75160,1422,6/28/2017 22:31,6/29/2017 4:31
75163,1399,6/26/2017 20:01,6/26/2017 20:01
75166,1397,6/26/2017 19:17,6/26/2017 19:17
75169,1517,7/10/2017 20:02,7/10/2017 20:02
75172,1398,6/26/2017 19:49,6/26/2017 19:49
75175,1403,6/26/2017 22:35,6/26/2017 22:35
75178,1400,6/26/2017 20:03,6/27/2017 4:05
75181,1435,7/1/2017 5:37,7/1/2017 5:37
75187,1428,6/29/2017 23:43,6/29/2017 23:43
75190,1404,6/26/2017 22:38,6/26/2017 22:38
75193,1465,7/4/2017 22:14,7/4/2017 22:14
75196,1402,6/26/2017 22:29,6/26/2017 22:29
75199,1413,6/27/2017 3:30,6/27/2017 3:30
75202,1408,6/26/2017 23:07,6/26/2017 23:07
75205,1457,7/4/2017 0:09,7/4/2017 0:09
75208,1425,6/29/2017 6:20,6/29/2017 6:20
75211,1412,6/27/2017 3:24,6/27/2017 3:24
75214,1560,7/17/2017 1:24,7/17/2017 1:24
75217,1556,7/16/2017 3:03,7/21/2017 21:28
75220,1417,6/28/2017 0:27,6/28/2017 0:27
75223,1410,6/27/2017 0:13,6/27/2017 0:13
75229,1444,7/2/2017 17:53,7/3/2017 23:59
75241,1421,6/28/2017 21:36,6/28/2017 21:36
75244,1577,7/19/2017 19:09,7/19/2017 19:09
75247,1414,6/27/2017 4:58,6/28/2017 5:55
75250,1415,6/27/2017 5:52,6/27/2017 5:52
75253,1424,6/29/2017 0:44,6/29/2017 0:44
75259,1554,7/16/2017 0:34,7/16/2017 0:34
75262,1505,7/9/2017 22:05,7/9/2017 22:05
75265,1754,10/14/2017 16:52,10/14/2017 16:52
75268,1450,7/3/2017 1:45,7/3/2017 1:45
75271,1557,7/16/2017 5:16,7/16/2017 5:16
75277,1568,7/18/2017 2:47,7/18/2017 2:47
75280,1527,7/11/2017 23:44,7/11/2017 23:44
75283,2173,3/10/2018 3:58,3/10/2018 3:58
75286,1518,7/10/2017 21:19,7/10/2017 21:19
75289,1551,7/15/2017 6:23,7/15/2017 6:23
75292,1547,7/14/2017 20:31,7/14/2017 20:31
75298,1439,7/2/2017 2:19,7/2/2017 2:19
75301,1418,6/28/2017 4:16,6/28/2017 4:34
75307,1419,6/28/2017 4:59,6/28/2017 5:22
75310,1420,6/28/2017 8:14,7/8/2017 22:33
75313,1483,7/6/2017 23:59,7/6/2017 23:59
75319,1549,7/15/2017 5:14,7/17/2017 5:43
75322,1514,7/10/2017 18:32,7/10/2017 18:32
75325,1541,7/13/2017 7:37,7/13/2017 8:03
75328,1423,6/28/2017 23:04,6/29/2017 0:28
75331,1486,7/7/2017 4:58,7/7/2017 4:58
75337,1432,6/30/2017 16:49,6/30/2017 16:49
75340,1498,7/9/2017 0:08,7/9/2017 0:08
75343,1595,7/21/2017 15:24,7/21/2017 15:24
75349,1504,7/9/2017 21:13,7/11/2017 20:29
75358,1545,7/14/2017 16:54,7/14/2017 16:54
75367,1531,7/12/2017 5:25,7/18/2017 6:17
75370,1429,6/30/2017 4:17,7/9/2017 21:41
75373,1509,7/10/2017 5:15,12/6/2017 3:05
75376,1443,7/2/2017 17:53,7/2/2017 17:53
75379,1528,7/12/2017 1:43,7/12/2017 1:43
75382,1430,6/30/2017 4:55,6/30/2017 5:05
75388,1813,11/1/2017 19:17,12/14/2017 21:58
75391,1426,6/29/2017 22:38,6/29/2017 22:38
75394,1520,7/11/2017 0:14,7/11/2017 0:14
75397,1584,7/20/2017 8:29,7/20/2017 8:29
75400,1550,7/15/2017 5:22,7/15/2017 5:22
75406,1507,7/9/2017 23:00,7/9/2017 23:00
75412,1438,7/1/2017 22:46,7/1/2017 22:46
75415,1572,7/18/2017 6:26,7/18/2017 6:26
75418,1576,7/19/2017 16:31,7/19/2017 19:12
75421,1578,7/19/2017 20:18,7/19/2017 20:18
75424,1454,7/3/2017 21:06,7/3/2017 21:06
75427,1436,7/1/2017 10:10,7/2/2017 5:26
75430,1471,7/6/2017 1:07,7/6/2017 1:07
75436,1546,7/14/2017 19:31,7/14/2017 19:31
75439,1433,6/30/2017 17:58,6/30/2017 17:58
75442,1524,7/11/2017 17:17,7/11/2017 17:17
75445,1585,7/20/2017 18:40,7/20/2017 18:40
75448,1579,7/19/2017 20:26,7/19/2017 20:26
75451,1434,6/30/2017 21:59,6/30/2017 21:59
75454,1499,7/9/2017 7:32,7/9/2017 8:37
75457,1449,7/2/2017 23:42,7/2/2017 23:42
75460,1525,7/11/2017 19:30,7/11/2017 19:30
75463,1441,7/2/2017 3:45,7/2/2017 3:46
75466,1594,7/21/2017 6:55,7/21/2017 6:55
75469,1511,7/10/2017 6:45,7/10/2017 6:45
75472,1500,7/9/2017 16:14,7/13/2017 5:35
75478,1458,7/4/2017 1:10,7/4/2017 1:10
75484,1440,7/2/2017 3:18,7/2/2017 3:18
75487,1442,7/2/2017 5:44,7/2/2017 5:44
75490,1445,7/2/2017 18:21,7/2/2017 19:39
75493,1447,7/2/2017 22:18,7/2/2017 22:18
75499,1446,7/2/2017 22:10,7/2/2017 22:10
75505,1496,7/8/2017 23:05,7/8/2017 23:05
75508,1484,7/7/2017 3:33,7/7/2017 3:33
75511,1614,7/27/2017 3:30,7/27/2017 3:30
75514,1603,7/23/2017 16:04,7/23/2017 20:44
75520,1459,7/4/2017 2:30,7/4/2017 2:30
75526,1452,7/3/2017 18:45,7/3/2017 18:45
75529,1453,7/3/2017 20:30,7/3/2017 20:33
75532,1621,7/28/2017 6:36,7/28/2017 18:20
75535,1478,7/6/2017 18:40,7/6/2017 18:40
75538,1455,7/3/2017 22:10,7/3/2017 22:10
75541,1609,7/26/2017 4:07,7/26/2017 4:07
75544,1573,7/19/2017 2:29,7/19/2017 2:29
75553,1540,7/13/2017 6:24,7/13/2017 6:24
75556,1515,7/10/2017 18:56,7/10/2017 18:56
75559,1563,7/17/2017 6:02,7/17/2017 6:02
75562,1462,7/4/2017 17:52,7/4/2017 17:52
75565,1473,7/6/2017 4:22,7/6/2017 4:22
75568,1615,7/27/2017 4:11,7/27/2017 4:11
75577,1604,7/23/2017 20:01,7/23/2017 20:01
75580,1460,7/4/2017 2:44,7/4/2017 3:17
75583,1534,7/12/2017 7:34,7/12/2017 7:34
75586,1583,7/20/2017 5:58,7/20/2017 5:58
75589,1555,7/16/2017 1:16,7/16/2017 1:16
